"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2021,"May 28, 2021","Regular season","Las Vegas Aces","Indiana Fever","Michelob ULTRA Arena","Las Vegas","NV",1975
2021,"May 29, 2021","Regular season","New York Liberty","Atlanta Dream","Barclays Center","Brooklyn","NY",1235
2021,"May 29, 2021","Regular season","Dallas Wings","Phoenix Mercury","College Park Center","Arlington","TX",1717
2021,"May 30, 2021","Regular season","Chicago Sky","Los Angeles Sparks","Wintrust Arena","Chicago","IL",1124
2021,"May 30, 2021","Regular season","Las Vegas Aces","Indiana Fever","Michelob ULTRA Arena","Las Vegas","NV",1981
2021,"May 30, 2021","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN",2007
2021,"June 1, 2021","Regular season","Connecticut Sun","Las Vegas Aces","Mohegan Sun Arena","Uncasville","CT",2012
2021,"June 1, 2021","Regular season","Dallas Wings","Los Angeles Sparks","College Park Center","Arlington","TX",1372
2021,"June 1, 2021","Regular season","Chicago Sky","Phoenix Mercury","Wintrust Arena","Chicago","IL",1217
2021,"June 1, 2021","Regular season","Seattle Storm","Indiana Fever","Angel of the Winds Arena","Everett","WA",1215
2021,"June 3, 2021","Regular season","New York Liberty","Las Vegas Aces","Barclays Center","Brooklyn","NY",1389
2021,"June 3, 2021","Regular season","Phoenix Mercury","Chicago Sky","Phoenix Suns Arena","Phoenix","AZ",3819
2021,"June 3, 2021","Regular season","Los Angeles Sparks","Indiana Fever","Los Angeles Convention Center","Los Angeles","CA",301
2021,"June 4, 2021","Regular season","Minnesota Lynx","Atlanta Dream","Target Center","Minneapolis","MN",2024
2021,"June 4, 2021","Regular season","Seattle Storm","Dallas Wings","Angel of the Winds Arena","Everett","WA",1467
2021,"June 5, 2021","Regular season","Washington Mystics","Las Vegas Aces","Entertainment and Sports Arena","Washington","DC",2100
2021,"June 5, 2021","Regular season","Los Angeles Sparks","Chicago Sky","Los Angeles Convention Center","Los Angeles","CA",430
2021,"June 5, 2021","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT",2118
2021,"June 6, 2021","Regular season","Minnesota Lynx","Atlanta Dream","Target Center","Minneapolis","MN",2021
2021,"June 6, 2021","Regular season","Seattle Storm","Dallas Wings","Angel of the Winds Arena","Everett","WA",1930
2021,"June 8, 2021","Regular season","Washington Mystics","Minnesota Lynx","Entertainment and Sports Arena","Washington","DC",2100
2021,"June 8, 2021","Regular season","Phoenix Mercury","Dallas Wings","Phoenix Suns Arena","Phoenix","AZ",3618
2021,"June 9, 2021","Regular season","Atlanta Dream","Seattle Storm","Gateway Center Arena @ College Park","Atlanta","GA",1014
2021,"June 9, 2021","Regular season","Chicago Sky","Indiana Fever","Wintrust Arena","Chicago","IL",1090
2021,"June 10, 2021","Regular season","Washington Mystics","Los Angeles Sparks","Entertainment and Sports Arena","Washington","DC",2100
2021,"June 11, 2021","Regular season","Atlanta Dream","Seattle Storm","Gateway Center Arena @ College Park","Atlanta","GA",1405
2021,"June 11, 2021","Regular season","Phoenix Mercury","Dallas Wings","Phoenix Suns Arena","Phoenix","AZ",4261
2021,"June 12, 2021","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",2203
2021,"June 13, 2021","Regular season","Connecticut Sun","Seattle Storm","Mohegan Sun Arena","Uncasville","CT",2248
2021,"June 13, 2021","Regular season","Atlanta Dream","Washington Mystics","Gateway Center Arena @ College Park","Atlanta","GA",1122
2021,"June 13, 2021","Regular season","Las Vegas Aces","Dallas Wings","Michelob ULTRA Arena","Las Vegas","NV",2126
2021,"June 13, 2021","Regular season","Phoenix Mercury","New York Liberty","Phoenix Suns Arena","Phoenix","AZ",4476
2021,"June 15, 2021","Regular season","Minnesota Lynx","Chicago Sky","Target Center","Minneapolis","MN",2024
2021,"June 15, 2021","Regular season","Las Vegas Aces","New York Liberty","Michelob ULTRA Arena","Las Vegas","NV",2115
2021,"June 16, 2021","Regular season","Los Angeles Sparks","Phoenix Mercury","Los Angeles Convention Center","Los Angeles","CA",514
2021,"June 17, 2021","Regular season","Washington Mystics","Atlanta Dream","Entertainment and Sports Arena","Washington","DC",2100
2021,"June 17, 2021","Regular season","Chicago Sky","Connecticut Sun","Wintrust Arena","Chicago","IL",1293
2021,"June 17, 2021","Regular season","Dallas Wings","Minnesota Lynx","College Park Center","Arlington","TX",1519
2021,"June 17, 2021","Regular season","Las Vegas Aces","New York Liberty","Michelob ULTRA Arena","Las Vegas","NV",2215
2021,"June 18, 2021","Regular season","Los Angeles Sparks","Phoenix Mercury","Los Angeles Convention Center","Los Angeles","CA",520
2021,"June 19, 2021","Regular season","Chicago Sky","Connecticut Sun","Wintrust Arena","Chicago","IL",1293
2021,"June 19, 2021","Regular season","Washington Mystics","Indiana Fever","Entertainment and Sports Arena","Washington","DC",2100
2021,"June 19, 2021","Regular season","Dallas Wings","Minnesota Lynx","College Park Center","Arlington","TX",1751
2021,"June 20, 2021","Regular season","Los Angeles Sparks","New York Liberty","Los Angeles Convention Center","Los Angeles","CA",731
2021,"June 22, 2021","Regular season","Connecticut Sun","Dallas Wings","Mohegan Sun Arena","Uncasville","CT",2076
2021,"June 22, 2021","Regular season","New York Liberty","Chicago Sky","Barclays Center","Brooklyn","NY",1419
2021,"June 22, 2021","Regular season","Seattle Storm","Washington Mystics","Angel of the Winds Arena","Everett","WA",2495
2021,"June 23, 2021","Regular season","Atlanta Dream","Minnesota Lynx","Gateway Center Arena @ College Park","Atlanta","GA",907
2021,"June 24, 2021","Regular season","New York Liberty","Chicago Sky","Barclays Center","Brooklyn","NY",2148
2021,"June 24, 2021","Regular season","Los Angeles Sparks","Washington Mystics","Los Angeles Convention Center","Los Angeles","CA",520
2021,"June 25, 2021","Regular season","Minnesota Lynx","Las Vegas Aces","Target Center","Minneapolis","MN",2734
2021,"June 26, 2021","Regular season","Dallas Wings","Washington Mystics","College Park Center","Arlington","TX",2055
2021,"June 26, 2021","Regular season","Atlanta Dream","New York Liberty","Gateway Center Arena @ College Park","Atlanta","GA",1605
2021,"June 27, 2021","Regular season","Connecticut Sun","Chicago Sky","Mohegan Sun Arena","Uncasville","CT",2014
2021,"June 27, 2021","Regular season","Las Vegas Aces","Seattle Storm","Michelob ULTRA Arena","Las Vegas","NV",3766
2021,"June 27, 2021","Regular season","Phoenix Mercury","Los Angeles Sparks","Phoenix Suns Arena","Phoenix","AZ",7304
2021,"June 29, 2021","Regular season","Atlanta Dream","New York Liberty","Gateway Center Arena @ College Park","Atlanta","GA",1131
2021,"June 29, 2021","Regular season","Washington Mystics","Connecticut Sun","Entertainment and Sports Arena","Washington","DC",2100
2021,"June 30, 2021","Regular season","Dallas Wings","Chicago Sky","College Park Center","Arlington","TX",1778
2021,"June 30, 2021","Regular season","Phoenix Mercury","Minnesota Lynx","Phoenix Suns Arena","Phoenix","AZ",4122
2021,"June 30, 2021","Regular season","Los Angeles Sparks","Las Vegas Aces","Los Angeles Convention Center","Los Angeles","CA",746
2021,"July 2, 2021","Regular season","Dallas Wings","Chicago Sky","College Park Center","Arlington","TX",2187
2021,"July 2, 2021","Regular season","Los Angeles Sparks","Las Vegas Aces","Los Angeles Convention Center","Los Angeles","CA",959
2021,"July 2, 2021","Regular season","Seattle Storm","Atlanta Dream","Angel of the Winds Arena","Everett","WA",3011
2021,"July 3, 2021","Regular season","New York Liberty","Washington Mystics","Barclays Center","Brooklyn","NY",1615
2021,"July 3, 2021","Regular season","Phoenix Mercury","Minnesota Lynx","Phoenix Suns Arena","Phoenix","AZ",8182
2021,"July 4, 2021","Regular season","Las Vegas Aces","Atlanta Dream","Michelob ULTRA Arena","Las Vegas","NV",2705
2021,"July 4, 2021","Regular season","Los Angeles Sparks","Seattle Storm","Los Angeles Convention Center","Los Angeles","CA",716
2021,"July 5, 2021","Regular season","New York Liberty","Dallas Wings","Barclays Center","Brooklyn","NY",1677
2021,"July 7, 2021","Regular season","Minnesota Lynx","Dallas Wings","Target Center","Minneapolis","MN",2321
2021,"July 7, 2021","Regular season","Las Vegas Aces","Phoenix Mercury","Michelob ULTRA Arena","Las Vegas","NV",3013
2021,"July 7, 2021","Regular season","Seattle Storm","Los Angeles Sparks","Angel of the Winds Arena","Everett","WA",2730
2021,"July 9, 2021","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT",2286
2021,"July 9, 2021","Regular season","Phoenix Mercury","Seattle Storm","Phoenix Suns Arena","Phoenix","AZ",7554
2021,"July 9, 2021","Regular season","Las Vegas Aces","Minnesota Lynx","Michelob ULTRA Arena","Las Vegas","NV",4291
2021,"July 10, 2021","Regular season","Chicago Sky","Washington Mystics","Wintrust Arena","Chicago","IL",8331
2021,"July 11, 2021","Regular season","Dallas Wings","Las Vegas Aces","College Park Center","Arlington","TX",2533
2021,"July 11, 2021","Regular season","New York Liberty","Connecticut Sun","Barclays Center","Brooklyn","NY",1988
2021,"July 11, 2021","Regular season","Atlanta Dream","Indiana Fever","Gateway Center Arena @ College Park","Atlanta","GA",1897
2021,"July 11, 2021","Regular season","Seattle Storm","Phoenix Mercury","Angel of the Winds Arena","Everett","WA",5110
2021,"July 11, 2021","Regular season","Los Angeles Sparks","Minnesota Lynx","Los Angeles Convention Center","Los Angeles","CA",892
2021,"August 15, 2021","Regular season","Chicago Sky","Seattle Storm","Wintrust Arena","Chicago","IL",6231
2021,"August 15, 2021","Regular season","Dallas Wings","Connecticut Sun","College Park Center","Arlington","TX",2399
2021,"August 15, 2021","Regular season","Las Vegas Aces","Washington Mystics","Michelob ULTRA Arena","Las Vegas","NV",3024
2021,"August 15, 2021","Regular season","Phoenix Mercury","Atlanta Dream","Footprint Center","Phoenix","AZ",7491
2021,"August 15, 2021","Regular season","Minnesota Lynx","New York Liberty","Target Center","Minneapolis","MN",3534
2021,"August 15, 2021","Regular season","Los Angeles Sparks","Indiana Fever","STAPLES Center","Los Angeles","CA",2029
2021,"August 17, 2021","Regular season","Connecticut Sun","Minnesota Lynx","Mohegan Sun Arena","Uncasville","CT",3488
2021,"August 17, 2021","Regular season","Chicago Sky","Dallas Wings","Wintrust Arena","Chicago","IL",3902
2021,"August 17, 2021","Regular season","Las Vegas Aces","Washington Mystics","Michelob ULTRA Arena","Las Vegas","NV",3241
2021,"August 17, 2021","Regular season","Phoenix Mercury","Indiana Fever","Footprint Center","Phoenix","AZ",4089
2021,"August 17, 2021","Regular season","Los Angeles Sparks","Atlanta Dream","STAPLES Center","Los Angeles","CA",2200
2021,"August 18, 2021","Regular season","New York Liberty","Seattle Storm","Barclays Center","Brooklyn","NY",2103
2021,"August 19, 2021","Regular season","Connecticut Sun","Minnesota Lynx","Mohegan Sun Arena","Uncasville","CT",3536
2021,"August 19, 2021","Regular season","Phoenix Mercury","Washington Mystics","Footprint Center","Phoenix","AZ",5113
2021,"August 19, 2021","Regular season","Los Angeles Sparks","Atlanta Dream","STAPLES Center","Los Angeles","CA",1885
2021,"August 20, 2021","Regular season","New York Liberty","Seattle Storm","Barclays Center","Brooklyn","NY",3889
2021,"August 20, 2021","Regular season","Dallas Wings","Indiana Fever","College Park Center","Arlington","TX",2017
2021,"August 21, 2021","Regular season","Atlanta Dream","Phoenix Mercury","Gateway Center Arena @ College Park","Atlanta","GA",2073
2021,"August 21, 2021","Regular season","Chicago Sky","Minnesota Lynx","Wintrust Arena","Chicago","IL",5036
2021,"August 22, 2021","Regular season","New York Liberty","Los Angeles Sparks","Barclays Center","Brooklyn","NY",0
2021,"August 22, 2021","Regular season","Washington Mystics","Seattle Storm","Entertainment and Sports Arena","Washington","DC",3114
2021,"August 24, 2021","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN",3634
2021,"August 24, 2021","Regular season","Atlanta Dream","Chicago Sky","Gateway Center Arena @ College Park","Atlanta","GA",1292
2021,"August 24, 2021","Regular season","Connecticut Sun","Las Vegas Aces","Mohegan Sun Arena","Uncasville","CT",4012
2021,"August 24, 2021","Regular season","Washington Mystics","Los Angeles Sparks","Entertainment and Sports Arena","Washington","DC",2620
2021,"August 25, 2021","Regular season","New York Liberty","Phoenix Mercury","Barclays Center","Brooklyn","NY",1872
2021,"August 26, 2021","Regular season","Atlanta Dream","Las Vegas Aces","Gateway Center Arena @ College Park","Atlanta","GA",2182
2021,"August 26, 2021","Regular season","Connecticut Sun","Los Angeles Sparks","Mohegan Sun Arena","Uncasville","CT",3702
2021,"August 26, 2021","Regular season","Washington Mystics","Dallas Wings","Entertainment and Sports Arena","Washington","DC",2465
2021,"August 27, 2021","Regular season","New York Liberty","Phoenix Mercury","Barclays Center","Brooklyn","NY",2315
2021,"August 27, 2021","Regular season","Seattle Storm","Chicago Sky","Angel of the Winds Arena","Everett","WA",3650
2021,"August 28, 2021","Regular season","Connecticut Sun","Los Angeles Sparks","Mohegan Sun Arena","Uncasville","CT",4434
2021,"August 28, 2021","Regular season","Washington Mystics","Dallas Wings","Entertainment and Sports Arena","Washington","DC",2410
2021,"August 29, 2021","Regular season","Seattle Storm","Chicago Sky","Angel of the Winds Arena","Everett","WA",3750
2021,"August 31, 2021","Regular season","Washington Mystics","Connecticut Sun","Entertainment and Sports Arena","Washington","DC",2269
2021,"August 31, 2021","Regular season","Minnesota Lynx","New York Liberty","Target Center","Minneapolis","MN",3221
2021,"August 31, 2021","Regular season","Phoenix Mercury","Chicago Sky","Footprint Center","Phoenix","AZ",5838
2021,"September 2, 2021","Regular season","Dallas Wings","Atlanta Dream","College Park Center","Arlington","TX",1975
2021,"September 2, 2021","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",3121
2021,"September 2, 2021","Regular season","Las Vegas Aces","Chicago Sky","Michelob ULTRA Arena","Las Vegas","NV",5150
2021,"September 2, 2021","Regular season","Seattle Storm","New York Liberty","Angel of the Winds Arena","Everett","WA",3592
2021,"September 4, 2021","Regular season","Minnesota Lynx","Washington Mystics","Target Center","Minneapolis","MN",3403
2021,"September 5, 2021","Regular season","Chicago Sky","Las Vegas Aces","Wintrust Arena","Chicago","IL",5210
2021,"September 5, 2021","Regular season","Dallas Wings","Atlanta Dream","College Park Center","Arlington","TX",2386
2021,"September 7, 2021","Regular season","Dallas Wings","Connecticut Sun","College Park Center","Arlington","TX",1945
2021,"September 7, 2021","Regular season","Seattle Storm","Washington Mystics","Angel of the Winds Arena","Everett","WA",2390
2021,"September 8, 2021","Regular season","Atlanta Dream","Phoenix Mercury","Gateway Center Arena @ College Park","Atlanta","GA",1215
2021,"September 8, 2021","Regular season","Las Vegas Aces","Minnesota Lynx","Michelob ULTRA Arena","Las Vegas","NV",5663
2021,"September 9, 2021","Regular season","Los Angeles Sparks","Connecticut Sun","STAPLES Center","Los Angeles","CA",1695
2021,"September 10, 2021","Regular season","Washington Mystics","Atlanta Dream","Entertainment and Sports Arena","Washington","DC",2320
2021,"September 10, 2021","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN",3503
2021,"September 11, 2021","Regular season","Dallas Wings","New York Liberty","College Park Center","Arlington","TX",2888
2021,"September 11, 2021","Regular season","Phoenix Mercury","Connecticut Sun","Footprint Center","Phoenix","AZ",9811
2021,"September 12, 2021","Regular season","Chicago Sky","Washington Mystics","Wintrust Arena","Chicago","IL",4707
2021,"September 12, 2021","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN",3434
2021,"September 12, 2021","Regular season","Los Angeles Sparks","Seattle Storm","STAPLES Center","Los Angeles","CA",4181
2021,"September 13, 2021","Regular season","Las Vegas Aces","Dallas Wings","Michelob ULTRA Arena","Las Vegas","NV",4845
2021,"September 14, 2021","Regular season","Atlanta Dream","Indiana Fever","Gateway Center Arena @ College Park","Atlanta","GA",1208
2021,"September 15, 2021","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT",4012
2021,"September 16, 2021","Regular season","Atlanta Dream","Los Angeles Sparks","Gateway Center Arena @ College Park","Atlanta","GA",2537
2021,"September 17, 2021","Regular season","New York Liberty","Washington Mystics","Barclays Center","Brooklyn","NY",3615
2021,"September 17, 2021","Regular season","Chicago Sky","Las Vegas Aces","Wintrust Arena","Chicago","IL",4911
2021,"September 17, 2021","Regular season","Seattle Storm","Phoenix Mercury","Angel of the Winds Arena","Everett","WA",6000
2021,"September 19, 2021","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT",4724
2021,"September 19, 2021","Regular season","Phoenix Mercury","Las Vegas Aces","Footprint Center","Phoenix","AZ",9724
2021,"September 19, 2021","Regular season","Washington Mystics","Minnesota Lynx","Entertainment and Sports Arena","Washington","DC",2854
2021,"September 19, 2021","Regular season","Dallas Wings","Los Angeles Sparks","College Park Center","Arlington","TX",3604
