"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
1998,"July 4, 1998","Regular season","Charlotte Sting","Phoenix Mercury","Spectrum Center","Charlotte","NC",8210
1998,"July 5, 1998","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",15162
1998,"July 5, 1998","Regular season","Sacramento Monarchs","Utah Starzz","ARCO Arena","Sacramento","CA",5396
1998,"July 6, 1998","Regular season","Cleveland Rockers","Houston Comets","Quicken Loans Arena","Cleveland","OH",8928
1998,"July 6, 1998","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY",11276
1998,"July 6, 1998","Regular season","Utah Starzz","Sacramento Monarchs","EnergySolutions Arena","Salt Lake City","UT",7005
1998,"July 7, 1998","Regular season","Los Angeles Sparks","Charlotte Sting","Great Western Forum","Los Angeles","CA",5927
1998,"July 8, 1998","Regular season","Cleveland Rockers","Washington Mystics","Quicken Loans Arena","Cleveland","OH",6657
1998,"July 8, 1998","Regular season","New York Liberty","Houston Comets","Madison Square Garden","New York","NY",17404
1998,"July 8, 1998","Regular season","Detroit Shock","Phoenix Mercury","Palace of Auburn Hills","Detroit","MI",9276
1998,"July 8, 1998","Regular season","Utah Starzz","Charlotte Sting","EnergySolutions Arena","Salt Lake City","UT",6145
1998,"July 8, 1998","Regular season","Los Angeles Sparks","Sacramento Monarchs","Great Western Forum","Los Angeles","CA",4851
1998,"July 9, 1998","Regular season","Houston Comets","Detroit Shock","Compaq Center","Houston","TX",9641
1998,"July 10, 1998","Regular season","Phoenix Mercury","Cleveland Rockers","US Airways Center","Phoenix","AZ",13407
1998,"July 10, 1998","Regular season","Sacramento Monarchs","Charlotte Sting","ARCO Arena","Sacramento","CA",5985
1998,"July 11, 1998","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC",17906
1998,"July 11, 1998","Regular season","Houston Comets","Utah Starzz","Compaq Center","Houston","TX",14136
1998,"July 12, 1998","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY",14483
1998,"July 12, 1998","Regular season","Los Angeles Sparks","Cleveland Rockers","Great Western Forum","Los Angeles","CA",7738
1998,"July 13, 1998","Regular season","Houston Comets","Washington Mystics","Compaq Center","Houston","TX",9193
1998,"July 13, 1998","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ",13071
1998,"July 13, 1998","Regular season","Utah Starzz","Detroit Shock","EnergySolutions Arena","Salt Lake City","UT",7235
1998,"July 14, 1998","Regular season","Sacramento Monarchs","Cleveland Rockers","ARCO Arena","Sacramento","CA",5918
1998,"July 15, 1998","Regular season","Charlotte Sting","New York Liberty","Spectrum Center","Charlotte","NC",10424
1998,"July 15, 1998","Regular season","Phoenix Mercury","Detroit Shock","US Airways Center","Phoenix","AZ",13002
1998,"July 15, 1998","Regular season","Los Angeles Sparks","Sacramento Monarchs","Great Western Forum","Los Angeles","CA",5774
1998,"July 16, 1998","Regular season","Cleveland Rockers","New York Liberty","Quicken Loans Arena","Cleveland","OH",10326
1998,"July 17, 1998","Regular season","Charlotte Sting","Washington Mystics","Spectrum Center","Charlotte","NC",7665
1998,"July 17, 1998","Regular season","Detroit Shock","Utah Starzz","Palace of Auburn Hills","Detroit","MI",8180
1998,"July 17, 1998","Regular season","Los Angeles Sparks","Houston Comets","Great Western Forum","Los Angeles","CA",8758
1998,"July 18, 1998","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ",14655
1998,"July 18, 1998","Regular season","Detroit Shock","Cleveland Rockers","Palace of Auburn Hills","Detroit","MI",8573
1998,"July 18, 1998","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA",8720
1998,"July 19, 1998","Regular season","Washington Mystics","Utah Starzz","Verizon Center","Washington","DC",13744
1998,"July 19, 1998","Regular season","Cleveland Rockers","Charlotte Sting","Quicken Loans Arena","Cleveland","OH",7924
1998,"July 20, 1998","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ",13257
1998,"July 21, 1998","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",20674
1998,"July 21, 1998","Regular season","Phoenix Mercury","Houston Comets","US Airways Center","Phoenix","AZ",14705
1998,"July 21, 1998","Regular season","Los Angeles Sparks","New York Liberty","Great Western Forum","Los Angeles","CA",7696
1998,"July 22, 1998","Regular season","Charlotte Sting","Utah Starzz","Spectrum Center","Charlotte","NC",7584
1998,"July 22, 1998","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",7747
1998,"July 23, 1998","Regular season","Los Angeles Sparks","Phoenix Mercury","Great Western Forum","Los Angeles","CA",7751
1998,"July 24, 1998","Regular season","Sacramento Monarchs","New York Liberty","ARCO Arena","Sacramento","CA",8023
1998,"July 25, 1998","Regular season","Detroit Shock","Los Angeles Sparks","Palace of Auburn Hills","Detroit","MI",14181
1998,"July 25, 1998","Regular season","Cleveland Rockers","Utah Starzz","Quicken Loans Arena","Cleveland","OH",9960
1998,"July 25, 1998","Regular season","Charlotte Sting","Houston Comets","Spectrum Center","Charlotte","NC",13014
1998,"July 26, 1998","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY",15114
1998,"July 26, 1998","Regular season","Washington Mystics","Sacramento Monarchs","Verizon Center","Washington","DC",12430
1998,"July 27, 1998","Regular season","Charlotte Sting","Sacramento Monarchs","Spectrum Center","Charlotte","NC",5447
1998,"July 27, 1998","Regular season","Cleveland Rockers","Los Angeles Sparks","Quicken Loans Arena","Cleveland","OH",9848
1998,"July 27, 1998","Regular season","Utah Starzz","Phoenix Mercury","EnergySolutions Arena","Salt Lake City","UT",8624
1998,"July 28, 1998","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX",16285
1998,"July 29, 1998","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC",14137
1998,"July 29, 1998","Regular season","Cleveland Rockers","Sacramento Monarchs","Quicken Loans Arena","Cleveland","OH",8418
1998,"July 30, 1998","Regular season","Charlotte Sting","Cleveland Rockers","Spectrum Center","Charlotte","NC",6227
1998,"July 30, 1998","Regular season","Houston Comets","Utah Starzz","Compaq Center","Houston","TX",12004
1998,"July 31, 1998","Regular season","Detroit Shock","Sacramento Monarchs","Palace of Auburn Hills","Detroit","MI",10248
1998,"July 31, 1998","Regular season","Los Angeles Sparks","Phoenix Mercury","Great Western Forum","Los Angeles","CA",9563
1998,"August 1, 1998","Regular season","Houston Comets","Cleveland Rockers","Compaq Center","Houston","TX",12745
1998,"August 1, 1998","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",18802
1998,"August 1, 1998","Regular season","Utah Starzz","Los Angeles Sparks","EnergySolutions Arena","Salt Lake City","UT",8375
1998,"August 2, 1998","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY",14684
1998,"August 2, 1998","Regular season","Houston Comets","Sacramento Monarchs","Compaq Center","Houston","TX",10940
1998,"August 3, 1998","Regular season","Charlotte Sting","Detroit Shock","Spectrum Center","Charlotte","NC",5678
1998,"August 3, 1998","Regular season","Los Angeles Sparks","Washington Mystics","Great Western Forum","Los Angeles","CA",8224
1998,"August 4, 1998","Regular season","Utah Starzz","Houston Comets","EnergySolutions Arena","Salt Lake City","UT",15657
1998,"August 4, 1998","Regular season","Phoenix Mercury","Washington Mystics","US Airways Center","Phoenix","AZ",13589
1998,"August 4, 1998","Regular season","Sacramento Monarchs","Cleveland Rockers","ARCO Arena","Sacramento","CA",6543
1998,"August 5, 1998","Regular season","Charlotte Sting","New York Liberty","Spectrum Center","Charlotte","NC",9444
1998,"August 5, 1998","Regular season","Detroit Shock","Los Angeles Sparks","Palace of Auburn Hills","Detroit","MI",9872
1998,"August 6, 1998","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX",16285
1998,"August 6, 1998","Regular season","Utah Starzz","Cleveland Rockers","EnergySolutions Arena","Salt Lake City","UT",5761
1998,"August 7, 1998","Regular season","Detroit Shock","Houston Comets","Palace of Auburn Hills","Detroit","MI",15338
1998,"August 7, 1998","Regular season","Sacramento Monarchs","Washington Mystics","ARCO Arena","Sacramento","CA",5847
1998,"August 8, 1998","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY",18014
1998,"August 8, 1998","Regular season","Cleveland Rockers","Charlotte Sting","Quicken Loans Arena","Cleveland","OH",13786
1998,"August 8, 1998","Regular season","Phoenix Mercury","Utah Starzz","US Airways Center","Phoenix","AZ",16823
1998,"August 9, 1998","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC",18923
1998,"August 10, 1998","Regular season","Cleveland Rockers","Phoenix Mercury","Quicken Loans Arena","Cleveland","OH",13011
1998,"August 10, 1998","Regular season","Houston Comets","Charlotte Sting","Compaq Center","Houston","TX",12539
1998,"August 10, 1998","Regular season","Utah Starzz","Detroit Shock","EnergySolutions Arena","Salt Lake City","UT",6770
1998,"August 11, 1998","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY",15524
1998,"August 11, 1998","Regular season","Sacramento Monarchs","Detroit Shock","ARCO Arena","Sacramento","CA",5527
1998,"August 12, 1998","Regular season","Washington Mystics","Cleveland Rockers","Verizon Center","Washington","DC",12016
1998,"August 12, 1998","Regular season","Charlotte Sting","Los Angeles Sparks","Spectrum Center","Charlotte","NC",11213
1998,"August 12, 1998","Regular season","Utah Starzz","Sacramento Monarchs","EnergySolutions Arena","Salt Lake City","UT",7153
1998,"August 13, 1998","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",13371
1998,"August 14, 1998","Regular season","Charlotte Sting","Cleveland Rockers","Spectrum Center","Charlotte","NC",14715
1998,"August 14, 1998","Regular season","Phoenix Mercury","Detroit Shock","US Airways Center","Phoenix","AZ",14398
1998,"August 14, 1998","Regular season","Los Angeles Sparks","Utah Starzz","Great Western Forum","Los Angeles","CA",8297
1998,"August 15, 1998","Regular season","New York Liberty","Houston Comets","Madison Square Garden","New York","NY",19563
1998,"August 15, 1998","Regular season","Cleveland Rockers","Washington Mystics","Quicken Loans Arena","Cleveland","OH",15692
1998,"August 15, 1998","Regular season","Sacramento Monarchs","Utah Starzz","ARCO Arena","Sacramento","CA",7061
1998,"August 16, 1998","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA",6788
1998,"August 16, 1998","Regular season","Los Angeles Sparks","Detroit Shock","Great Western Forum","Los Angeles","CA",9609
1998,"August 17, 1998","Regular season","Washington Mystics","Houston Comets","Verizon Center","Washington","DC",15758
1998,"August 17, 1998","Regular season","New York Liberty","Cleveland Rockers","Madison Square Garden","New York","NY",17396
1998,"August 17, 1998","Regular season","Utah Starzz","Phoenix Mercury","EnergySolutions Arena","Salt Lake City","UT",13762
1998,"August 19, 1998","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",18552
1998,"August 19, 1998","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI",16246
1998,"August 19, 1998","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX",14931
1998,"August 19, 1998","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ",14189
