"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2004,"May 20, 2004","Regular season","Houston Comets","San Antonio Silver Stars","Compaq Center","Houston","TX",7146
2004,"May 20, 2004","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ",10493
2004,"May 20, 2004","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA",6624
2004,"May 21, 2004","Regular season","Charlotte Sting","Houston Comets","Time Warner Cable Arena","Charlotte","NC",11920
2004,"May 21, 2004","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN",8002
2004,"May 22, 2004","Regular season","Connecticut Sun","Phoenix Mercury","Mohegan Sun Arena","Uncasville","CT",9341
2004,"May 22, 2004","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",18232
2004,"May 22, 2004","Regular season","San Antonio Stars","Detroit Shock","AT&T Center","San Antonio","TX",10506
2004,"May 22, 2004","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA",17317
2004,"May 22, 2004","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA",9686
2004,"May 23, 2004","Regular season","New York Liberty","Houston Comets","Madison Square Garden","New York","NY",13357
2004,"May 23, 2004","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN",6465
2004,"May 25, 2004","Regular season","Connecticut Sun","Houston Comets","Mohegan Sun Arena","Uncasville","CT",3846
2004,"May 25, 2004","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC",12117
2004,"May 26, 2004","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY",8710
2004,"May 26, 2004","Regular season","San Antonio Stars","Minnesota Lynx","AT&T Center","San Antonio","TX",6517
2004,"May 27, 2004","Regular season","Connecticut Sun","Los Angeles Sparks","Mohegan Sun Arena","Uncasville","CT",5136
2004,"May 28, 2004","Regular season","Charlotte Sting","Indiana Fever","Time Warner Cable Arena","Charlotte","NC",5544
2004,"May 28, 2004","Regular season","Minnesota Lynx","Washington Mystics","Target Center","Minneapolis","MN",6361
2004,"May 28, 2004","Regular season","San Antonio Stars","Sacramento Monarchs","AT&T Center","San Antonio","TX",8054
2004,"May 28, 2004","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",5368
2004,"May 29, 2004","Regular season","Detroit Shock","Los Angeles Sparks","Palace of Auburn Hills","Detroit","MI",12841
2004,"May 30, 2004","Regular season","Houston Comets","Sacramento Monarchs","Compaq Center","Houston","TX",7317
2004,"May 30, 2004","Regular season","Minnesota Lynx","New York Liberty","Target Center","Minneapolis","MN",6009
2004,"June 1, 2004","Regular season","Charlotte Sting","New York Liberty","Time Warner Cable Arena","Charlotte","NC",3098
2004,"June 1, 2004","Regular season","San Antonio Stars","Indiana Fever","AT&T Center","San Antonio","TX",6417
2004,"June 1, 2004","Regular season","Phoenix Mercury","Houston Comets","US Airways Center","Phoenix","AZ",5147
2004,"June 1, 2004","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA",8652
2004,"June 2, 2004","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",9687
2004,"June 3, 2004","Regular season","Connecticut Sun","Charlotte Sting","Mohegan Sun Arena","Uncasville","CT",4312
2004,"June 3, 2004","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN",6011
2004,"June 3, 2004","Regular season","Houston Comets","New York Liberty","Compaq Center","Houston","TX",6787
2004,"June 3, 2004","Regular season","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA",7625
2004,"June 3, 2004","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA",7668
2004,"June 4, 2004","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC",13246
2004,"June 5, 2004","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX",8478
2004,"June 5, 2004","Regular season","Indiana Fever","Charlotte Sting","Conseco Fieldhouse","Indianapolis","IN",7396
2004,"June 5, 2004","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN",6321
2004,"June 5, 2004","Regular season","San Antonio Stars","New York Liberty","AT&T Center","San Antonio","TX",7913
2004,"June 5, 2004","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA",7094
2004,"June 6, 2004","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT",7028
2004,"June 9, 2004","Regular season","Phoenix Mercury","Connecticut Sun","US Airways Center","Phoenix","AZ",6241
2004,"June 9, 2004","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN",6665
2004,"June 9, 2004","Regular season","Houston Comets","San Antonio Silver Stars","Compaq Center","Houston","TX",5743
2004,"June 9, 2004","Regular season","Los Angeles Sparks","Charlotte Sting","Staples Center","Los Angeles","CA",8433
2004,"June 11, 2004","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC",13423
2004,"June 11, 2004","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY",10510
2004,"June 11, 2004","Regular season","Phoenix Mercury","Charlotte Sting","US Airways Center","Phoenix","AZ",6914
2004,"June 11, 2004","Regular season","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA",7012
2004,"June 11, 2004","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA",9298
2004,"June 12, 2004","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI",8772
2004,"June 12, 2004","Regular season","San Antonio Stars","Houston Comets","AT&T Center","San Antonio","TX",8764
2004,"June 12, 2004","Regular season","Sacramento Monarchs","Connecticut Sun","ARCO Arena","Sacramento","CA",7770
2004,"June 13, 2004","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",8784
2004,"June 14, 2004","Regular season","Los Angeles Sparks","Connecticut Sun","Staples Center","Los Angeles","CA",8862
2004,"June 15, 2004","Regular season","Charlotte Sting","San Antonio Silver Stars","Time Warner Cable Arena","Charlotte","NC",5004
2004,"June 15, 2004","Regular season","New York Liberty","Seattle Storm","Madison Square Garden","New York","NY",9769
2004,"June 16, 2004","Regular season","Indiana Fever","Sacramento Monarchs","Conseco Fieldhouse","Indianapolis","IN",6422
2004,"June 17, 2004","Regular season","Washington Mystics","San Antonio Silver Stars","Verizon Center","Washington","DC",12203
2004,"June 17, 2004","Regular season","Minnesota Lynx","Sacramento Monarchs","Target Center","Minneapolis","MN",4122
2004,"June 18, 2004","Regular season","Connecticut Sun","Charlotte Sting","Mohegan Sun Arena","Uncasville","CT",5283
2004,"June 18, 2004","Regular season","Houston Comets","Seattle Storm","Compaq Center","Houston","TX",7409
2004,"June 18, 2004","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ",9022
2004,"June 19, 2004","Regular season","Sacramento Monarchs","Detroit Shock","ARCO Arena","Sacramento","CA",8065
2004,"June 19, 2004","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN",7179
2004,"June 19, 2004","Regular season","Minnesota Lynx","Houston Comets","Target Center","Minneapolis","MN",5879
2004,"June 19, 2004","Regular season","San Antonio Stars","Seattle Storm","AT&T Center","San Antonio","TX",8558
2004,"June 20, 2004","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT",5298
2004,"June 20, 2004","Regular season","Charlotte Sting","Los Angeles Sparks","Time Warner Cable Arena","Charlotte","NC",5612
2004,"June 22, 2004","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY",13002
2004,"June 22, 2004","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",7323
2004,"June 22, 2004","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN",6126
2004,"June 22, 2004","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",6292
2004,"June 22, 2004","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA",8265
2004,"June 23, 2004","Regular season","Charlotte Sting","Detroit Shock","Time Warner Cable Arena","Charlotte","NC",3488
2004,"June 24, 2004","Regular season","San Antonio Stars","Minnesota Lynx","AT&T Center","San Antonio","TX",8248
2004,"June 24, 2004","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ",7975
2004,"June 25, 2004","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT",6702
2004,"June 25, 2004","Regular season","Indiana Fever","Los Angeles Sparks","Conseco Fieldhouse","Indianapolis","IN",8273
2004,"June 25, 2004","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA",7536
2004,"June 26, 2004","Regular season","Charlotte Sting","Indiana Fever","Time Warner Cable Arena","Charlotte","NC",6355
2004,"June 26, 2004","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ",9597
2004,"June 26, 2004","Regular season","Seattle Storm","New York Liberty","Spokane Arena","Spokane","WA",4527
2004,"June 27, 2004","Regular season","Houston Comets","Washington Mystics","Compaq Center","Houston","TX",7496
2004,"June 27, 2004","Regular season","Detroit Shock","Connecticut Sun","Palace of Auburn Hills","Detroit","MI",8381
2004,"June 27, 2004","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",7123
2004,"June 27, 2004","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA",7453
2004,"June 29, 2004","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI",6542
2004,"June 29, 2004","Regular season","San Antonio Stars","Phoenix Mercury","AT&T Center","San Antonio","TX",8924
2004,"June 29, 2004","Regular season","Los Angeles Sparks","New York Liberty","Staples Center","Los Angeles","CA",9279
2004,"June 30, 2004","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT",6069
2004,"June 30, 2004","Regular season","Minnesota Lynx","Houston Comets","Target Center","Minneapolis","MN",4722
2004,"July 1, 2004","Regular season","Charlotte Sting","Phoenix Mercury","Time Warner Cable Arena","Charlotte","NC",6683
2004,"July 1, 2004","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",14956
2004,"July 1, 2004","Regular season","Sacramento Monarchs","New York Liberty","ARCO Arena","Sacramento","CA",7826
2004,"July 1, 2004","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA",6371
2004,"July 2, 2004","Regular season","Los Angeles Sparks","San Antonio Silver Stars","Staples Center","Los Angeles","CA",8907
2004,"July 3, 2004","Regular season","Indiana Fever","Phoenix Mercury","Conseco Fieldhouse","Indianapolis","IN",8917
2004,"July 3, 2004","Regular season","Minnesota Lynx","Detroit Shock","Target Center","Minneapolis","MN",4786
2004,"July 3, 2004","Regular season","Houston Comets","Charlotte Sting","Compaq Center","Houston","TX",7012
2004,"July 3, 2004","Regular season","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA",7467
2004,"July 6, 2004","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT",5388
2004,"July 6, 2004","Regular season","New York Liberty","Sacramento Monarchs","Madison Square Garden","New York","NY",9691
2004,"July 6, 2004","Regular season","Detroit Shock","Houston Comets","Palace of Auburn Hills","Detroit","MI",7915
2004,"July 7, 2004","Regular season","Washington Mystics","Seattle Storm","Verizon Center","Washington","DC",11502
2004,"July 7, 2004","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",11140
2004,"July 8, 2004","Regular season","Charlotte Sting","Seattle Storm","Time Warner Cable Arena","Charlotte","NC",5493
2004,"July 8, 2004","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",9874
2004,"July 8, 2004","Regular season","Indiana Fever","Minnesota Lynx","Conseco Fieldhouse","Indianapolis","IN",6112
2004,"July 9, 2004","Regular season","Connecticut Sun","Sacramento Monarchs","Mohegan Sun Arena","Uncasville","CT",6771
2004,"July 9, 2004","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN",6030
2004,"July 9, 2004","Regular season","San Antonio Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX",9845
2004,"July 10, 2004","Regular season","Detroit Shock","Seattle Storm","Palace of Auburn Hills","Detroit","MI",10741
2004,"July 10, 2004","Regular season","Charlotte Sting","Washington Mystics","Time Warner Cable Arena","Charlotte","NC",7594
2004,"July 10, 2004","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX",12555
2004,"July 11, 2004","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY",12976
2004,"July 11, 2004","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN",6748
2004,"July 11, 2004","Regular season","Minnesota Lynx","Sacramento Monarchs","Target Center","Minneapolis","MN",6324
2004,"July 12, 2004","Regular season","Detroit Shock","Sacramento Monarchs","Palace of Auburn Hills","Detroit","MI",8852
2004,"July 12, 2004","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA",6800
2004,"July 14, 2004","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN",16227
2004,"July 14, 2004","Regular season","Indiana Fever","Houston Comets","Conseco Fieldhouse","Indianapolis","IN",8493
2004,"July 15, 2004","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",18436
2004,"July 15, 2004","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA",11275
2004,"July 15, 2004","Regular season","New York Liberty","Minnesota Lynx","Madison Square Garden","New York","NY",12799
2004,"July 15, 2004","Regular season","Houston Comets","Detroit Shock","Compaq Center","Houston","TX",9409
2004,"July 15, 2004","Regular season","San Antonio Stars","Connecticut Sun","AT&T Center","San Antonio","TX",7939
2004,"July 16, 2004","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN",7848
2004,"July 17, 2004","Regular season","Houston Comets","Connecticut Sun","Compaq Center","Houston","TX",7803
2004,"July 17, 2004","Regular season","Seattle Storm","Washington Mystics","KeyArena","Seattle","WA",7867
2004,"July 17, 2004","Regular season","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA",13836
