"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2006,"May 20, 2006","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA",17317
2006,"May 20, 2006","Regular season","Charlotte Sting","Chicago Sky","Time Warner Cable Arena","Charlotte","NC",6010
2006,"May 20, 2006","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT",8316
2006,"May 20, 2006","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN",9312
2006,"May 21, 2006","Regular season","Houston Comets","San Antonio Silver Stars","Toyota Center","Houston","TX",10952
2006,"May 21, 2006","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA",9686
2006,"May 23, 2006","Regular season","Charlotte Sting","Los Angeles Sparks","Time Warner Cable Arena","Charlotte","NC",3576
2006,"May 23, 2006","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",6460
2006,"May 23, 2006","Regular season","Chicago Sky","Sacramento Monarchs","UIC Pavilion","Chicago","IL",5112
2006,"May 23, 2006","Regular season","San Antonio Stars","Indiana Fever","AT&T Center","San Antonio","TX",6676
2006,"May 23, 2006","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN",9471
2006,"May 23, 2006","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA",7541
2006,"May 24, 2006","Regular season","Detroit Shock","Minnesota Lynx","Palace of Auburn Hills","Detroit","MI",10814
2006,"May 25, 2006","Regular season","Charlotte Sting","Washington Mystics","Time Warner Cable Arena","Charlotte","NC",3527
2006,"May 25, 2006","Regular season","San Antonio Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX",6385
2006,"May 25, 2006","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",10401
2006,"May 25, 2006","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA",6231
2006,"May 26, 2006","Regular season","Chicago Sky","Indiana Fever","UIC Pavilion","Chicago","IL",3151
2006,"May 27, 2006","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT",6738
2006,"May 27, 2006","Regular season","Washington Mystics","Minnesota Lynx","Verizon Center","Washington","DC",6598
2006,"May 30, 2006","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN",7629
2006,"May 30, 2006","Regular season","Chicago Sky","Los Angeles Sparks","UIC Pavilion","Chicago","IL",3086
2006,"May 31, 2006","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",5765
2006,"May 31, 2006","Regular season","Houston Comets","Indiana Fever","Toyota Center","Houston","TX",4450
2006,"May 31, 2006","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA",6055
2006,"May 31, 2006","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ",5091
2006,"June 1, 2006","Regular season","Charlotte Sting","Connecticut Sun","Time Warner Cable Arena","Charlotte","NC",3632
2006,"June 1, 2006","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI",7132
2006,"June 2, 2006","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN",6362
2006,"June 2, 2006","Regular season","Houston Comets","Chicago Sky","Toyota Center","Houston","TX",5397
2006,"June 2, 2006","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA",7753
