"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2012,"August 25, 2012","Regular season","Los Angeles Sparks","New York Liberty","Staples Center","Los Angeles","CA",12433
2012,"August 26, 2012","Regular season","Connecticut Sun","Chicago Sky","Mohegan Sun Arena","Uncasville","CT",8390
2012,"August 26, 2012","Regular season","Seattle Storm","New York Liberty","KeyArena","Seattle","WA",6459
2012,"August 28, 2012","Regular season","Atlanta Dream","Tulsa Shock","Philips Arena","Atlanta","GA",2813
2012,"August 28, 2012","Regular season","Indiana Fever","Washington Mystics","Bankers Life Fieldhouse","Indianapolis","IN",6525
2012,"August 28, 2012","Regular season","Chicago Sky","Connecticut Sun","Allstate Arena","Rosemont","IL",2884
2012,"August 28, 2012","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN",8532
2012,"August 30, 2012","Regular season","Atlanta Dream","Washington Mystics","Philips Arena","Atlanta","GA",3381
2012,"August 30, 2012","Regular season","New York Liberty","Indiana Fever","Prudential Center","Newark","NJ",5315
2012,"August 30, 2012","Regular season","San Antonio Stars","Connecticut Sun","AT&T Center","San Antonio","TX",5023
2012,"August 30, 2012","Regular season","Tulsa Shock","Los Angeles Sparks","BOK Center","Tulsa","OK",5275
2012,"August 30, 2012","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA",6379
2012,"August 31, 2012","Regular season","Minnesota Lynx","Tulsa Shock","Target Center","Minneapolis","MN",9213
2012,"September 1, 2012","Regular season","New York Liberty","Washington Mystics","Prudential Center","Newark","NJ",6245
2012,"September 1, 2012","Regular season","Indiana Fever","Chicago Sky","Bankers Life Fieldhouse","Indianapolis","IN",9307
2012,"September 1, 2012","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ",5964
2012,"September 2, 2012","Regular season","Atlanta Dream","Connecticut Sun","Philips Arena","Atlanta","GA",5020
2012,"September 2, 2012","Regular season","Chicago Sky","Los Angeles Sparks","Allstate Arena","Rosemont","IL",6197
2012,"September 4, 2012","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC",5980
2012,"September 4, 2012","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",8123
2012,"September 5, 2012","Regular season","Atlanta Dream","Indiana Fever","Philips Arena","Atlanta","GA",4112
2012,"September 5, 2012","Regular season","New York Liberty","Phoenix Mercury","Prudential Center","Newark","NJ",4732
2012,"September 6, 2012","Regular season","Seattle Storm","Tulsa Shock","KeyArena","Seattle","WA",5948
2012,"September 7, 2012","Regular season","Connecticut Sun","Phoenix Mercury","Mohegan Sun Arena","Uncasville","CT",8379
2012,"September 7, 2012","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC",7468
2012,"September 7, 2012","Regular season","New York Liberty","Chicago Sky","Prudential Center","Newark","NJ",6145
2012,"September 7, 2012","Regular season","Minnesota Lynx","Atlanta Dream","Target Center","Minneapolis","MN",9308
2012,"September 7, 2012","Regular season","San Antonio Stars","Indiana Fever","AT&T Center","San Antonio","TX",8097
2012,"September 8, 2012","Regular season","Tulsa Shock","Seattle Storm","BOK Center","Tulsa","OK",7415
2012,"September 9, 2012","Regular season","San Antonio Stars","Minnesota Lynx","AT&T Center","San Antonio","TX",6025
2012,"September 9, 2012","Regular season","Atlanta Dream","Washington Mystics","Philips Arena","Atlanta","GA",6898
2012,"September 9, 2012","Regular season","New York Liberty","Los Angeles Sparks","Prudential Center","Newark","NJ",7357
2012,"September 9, 2012","Regular season","Connecticut Sun","Chicago Sky","Mohegan Sun Arena","Uncasville","CT",6658
2012,"September 9, 2012","Regular season","Indiana Fever","Phoenix Mercury","Bankers Life Fieldhouse","Indianapolis","IN",7971
2012,"September 11, 2012","Regular season","Atlanta Dream","Seattle Storm","Philips Arena","Atlanta","GA",5558
2012,"September 11, 2012","Regular season","Chicago Sky","Minnesota Lynx","Allstate Arena","Rosemont","IL",4296
2012,"September 12, 2012","Regular season","Indiana Fever","Seattle Storm","Bankers Life Fieldhouse","Indianapolis","IN",6337
2012,"September 12, 2012","Regular season","New York Liberty","Washington Mystics","Prudential Center","Newark","NJ",5717
2012,"September 12, 2012","Regular season","Tulsa Shock","San Antonio Silver Stars","BOK Center","Tulsa","OK",4543
2012,"September 12, 2012","Regular season","Phoenix Mercury","Connecticut Sun","US Airways Center","Phoenix","AZ",5421
2012,"September 13, 2012","Regular season","Los Angeles Sparks","Chicago Sky","Staples Center","Los Angeles","CA",8489
2012,"September 14, 2012","Regular season","Indiana Fever","Minnesota Lynx","Bankers Life Fieldhouse","Indianapolis","IN",8819
2012,"September 14, 2012","Regular season","Washington Mystics","Atlanta Dream","Verizon Center","Washington","DC",7368
2012,"September 14, 2012","Regular season","San Antonio Stars","Seattle Storm","AT&T Center","San Antonio","TX",7109
2012,"September 14, 2012","Regular season","Phoenix Mercury","Tulsa Shock","US Airways Center","Phoenix","AZ",6719
2012,"September 14, 2012","Regular season","Los Angeles Sparks","Connecticut Sun","Staples Center","Los Angeles","CA",10503
2012,"September 16, 2012","Regular season","San Antonio Stars","Tulsa Shock","AT&T Center","San Antonio","TX",5246
2012,"September 16, 2012","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",8087
2012,"September 16, 2012","Regular season","Phoenix Mercury","Chicago Sky","US Airways Center","Phoenix","AZ",8044
2012,"September 16, 2012","Regular season","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA",7748
2012,"September 17, 2012","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN",9523
2012,"September 18, 2012","Regular season","San Antonio Stars","New York Liberty","AT&T Center","San Antonio","TX",6650
2012,"September 18, 2012","Regular season","Seattle Storm","Chicago Sky","KeyArena","Seattle","WA",6459
2012,"September 18, 2012","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",8579
2012,"September 19, 2012","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT",5811
2012,"September 20, 2012","Regular season","Chicago Sky","Atlanta Dream","Allstate Arena","Rosemont","IL",4188
2012,"September 20, 2012","Regular season","Tulsa Shock","New York Liberty","BOK Center","Tulsa","OK",5661
2012,"September 20, 2012","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA",10217
2012,"September 21, 2012","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",7702
2012,"September 21, 2012","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",7217
2012,"September 21, 2012","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA",8494
2012,"September 22, 2012","Regular season","New York Liberty","Tulsa Shock","Prudential Center","Newark","NJ",8508
2012,"September 22, 2012","Regular season","Chicago Sky","Washington Mystics","Allstate Arena","Rosemont","IL",6721
2012,"September 23, 2012","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",7576
2012,"September 23, 2012","Regular season","San Antonio Stars","Minnesota Lynx","AT&T Center","San Antonio","TX",8084
2012,"September 23, 2012","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT",9143
2012,"September 23, 2012","Regular season","Indiana Fever","Tulsa Shock","Bankers Life Fieldhouse","Indianapolis","IN",9225
