"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2001,"July 21, 2001","Regular season","Orlando Miracle","Minnesota Lynx","Amway Arena","Orlando","FL",7574
2001,"July 22, 2001","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",16021
2001,"July 22, 2001","Regular season","Portland Fire","Detroit Shock","Moda Center","Portland","OR",7626
2001,"July 22, 2001","Regular season","New York Liberty","Miami Sol","Madison Square Garden","New York","NY",18132
2001,"July 23, 2001","Regular season","Minnesota Lynx","Houston Comets","Target Center","Minneapolis","MN",7352
2001,"July 24, 2001","Regular season","Orlando Miracle","Washington Mystics","Amway Arena","Orlando","FL",5878
2001,"July 24, 2001","Regular season","Houston Comets","Utah Starzz","Compaq Center","Houston","TX",12177
2001,"July 24, 2001","Regular season","Charlotte Sting","Indiana Fever","Spectrum Center","Charlotte","NC",4360
2001,"July 24, 2001","Regular season","Portland Fire","New York Liberty","Moda Center","Portland","OR",8038
2001,"July 24, 2001","Regular season","Seattle Storm","Detroit Shock","KeyArena","Seattle","WA",4323
2001,"July 25, 2001","Regular season","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA",11819
2001,"July 25, 2001","Regular season","Cleveland Rockers","Miami Sol","Quicken Loans Arena","Cleveland","OH",13387
2001,"July 26, 2001","Regular season","Utah Starzz","New York Liberty","EnergySolutions Arena","Salt Lake City","UT",6463
2001,"July 26, 2001","Regular season","Charlotte Sting","Washington Mystics","Spectrum Center","Charlotte","NC",7896
2001,"July 26, 2001","Regular season","Phoenix Mercury","Detroit Shock","US Airways Center","Phoenix","AZ",8508
2001,"July 27, 2001","Regular season","Cleveland Rockers","Indiana Fever","Quicken Loans Arena","Cleveland","OH",9981
2001,"July 27, 2001","Regular season","Minnesota Lynx","Washington Mystics","Target Center","Minneapolis","MN",8979
2001,"July 27, 2001","Regular season","Sacramento Monarchs","Portland Fire","ARCO Arena","Sacramento","CA",7571
2001,"July 27, 2001","Regular season","Miami Sol","Orlando Miracle","AmericanAirlines Arena","Miami","FL",9052
2001,"July 27, 2001","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA",5278
2001,"July 28, 2001","Regular season","Utah Starzz","Minnesota Lynx","EnergySolutions Arena","Salt Lake City","UT",7808
2001,"July 28, 2001","Regular season","Indiana Fever","Miami Sol","Conseco Fieldhouse","Indianapolis","IN",10871
2001,"July 28, 2001","Regular season","Houston Comets","New York Liberty","Compaq Center","Houston","TX",14566
