"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2010,"June 18, 2010","Regular season","Minnesota Lynx","Tulsa Shock","Target Center","Minneapolis","MN",6953
2010,"June 18, 2010","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ",6147
2010,"June 18, 2010","Regular season","Los Angeles Sparks","Connecticut Sun","Staples Center","Los Angeles","CA",8852
2010,"June 19, 2010","Regular season","Washington Mystics","Chicago Sky","Verizon Center","Washington","DC",9034
2010,"June 19, 2010","Regular season","Indiana Fever","Atlanta Dream","Conseco Fieldhouse","Indianapolis","IN",8187
2010,"June 19, 2010","Regular season","Tulsa Shock","Minnesota Lynx","BOK Center","Tulsa","OK",5013
2010,"June 20, 2010","Regular season","Phoenix Mercury","Connecticut Sun","US Airways Center","Phoenix","AZ",6068
2010,"June 20, 2010","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA",8086
2010,"June 22, 2010","Regular season","Connecticut Sun","Chicago Sky","Mohegan Sun Arena","Uncasville","CT",6981
2010,"June 22, 2010","Regular season","New York Liberty","Minnesota Lynx","Madison Square Garden","New York","NY",7537
2010,"June 23, 2010","Regular season","Atlanta Dream","Tulsa Shock","Philips Arena","Atlanta","GA",9598
2010,"June 24, 2010","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC",8160
2010,"June 25, 2010","Regular season","Connecticut Sun","Phoenix Mercury","Mohegan Sun Arena","Uncasville","CT",9518
2010,"June 25, 2010","Regular season","Tulsa Shock","New York Liberty","BOK Center","Tulsa","OK",4554
2010,"June 25, 2010","Regular season","Chicago Sky","Washington Mystics","Allstate Arena","Chicago","IL",3419
2010,"June 25, 2010","Regular season","Seattle Storm","Indiana Fever","KeyArena","Seattle","WA",9083
2010,"June 26, 2010","Regular season","San Antonio Stars","Minnesota Lynx","AT&T Center","San Antonio","TX",10184
2010,"June 27, 2010","Regular season","Atlanta Dream","Los Angeles Sparks","Philips Arena","Atlanta","GA",7855
2010,"June 27, 2010","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY",15293
2010,"June 27, 2010","Regular season","Washington Mystics","Phoenix Mercury","Verizon Center","Washington","DC",7547
2010,"June 27, 2010","Regular season","Tulsa Shock","Seattle Storm","BOK Center","Tulsa","OK",4865
2010,"June 27, 2010","Regular season","Chicago Sky","Indiana Fever","Allstate Arena","Chicago","IL",4051
2010,"June 29, 2010","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",8464
2010,"June 29, 2010","Regular season","Atlanta Dream","Phoenix Mercury","Philips Arena","Atlanta","GA",4073
2010,"June 29, 2010","Regular season","Tulsa Shock","Connecticut Sun","BOK Center","Tulsa","OK",3649
2010,"June 29, 2010","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA",7823
2010,"June 29, 2010","Regular season","Los Angeles Sparks","New York Liberty","Staples Center","Los Angeles","CA",8602
2010,"July 1, 2010","Regular season","Atlanta Dream","Minnesota Lynx","Philips Arena","Atlanta","GA",4020
2010,"July 1, 2010","Regular season","Chicago Sky","Connecticut Sun","Allstate Arena","Chicago","IL",3061
2010,"July 1, 2010","Regular season","Phoenix Mercury","Washington Mystics","US Airways Center","Phoenix","AZ",5509
2010,"July 1, 2010","Regular season","Los Angeles Sparks","San Antonio Silver Stars","Staples Center","Los Angeles","CA",7803
2010,"July 3, 2010","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA",9319
2010,"July 3, 2010","Regular season","Atlanta Dream","Chicago Sky","Philips Arena","Atlanta","GA",6920
2010,"July 3, 2010","Regular season","Tulsa Shock","Washington Mystics","BOK Center","Tulsa","OK",3516
2010,"July 3, 2010","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ",6780
2010,"July 6, 2010","Regular season","Seattle Storm","New York Liberty","KeyArena","Seattle","WA",11012
2010,"July 6, 2010","Regular season","Chicago Sky","Indiana Fever","Allstate Arena","Chicago","IL",3732
2010,"July 6, 2010","Regular season","San Antonio Stars","Connecticut Sun","AT&T Center","San Antonio","TX",7264
2010,"July 6, 2010","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",8336
2010,"July 7, 2010","Regular season","Atlanta Dream","Connecticut Sun","Philips Arena","Atlanta","GA",5305
2010,"July 8, 2010","Regular season","Indiana Fever","Tulsa Shock","Conseco Fieldhouse","Indianapolis","IN",7077
2010,"July 8, 2010","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN",7182
2010,"July 11, 2010","Regular season","New York Liberty","Chicago Sky","Madison Square Garden","New York","NY",9644
2010,"July 13, 2010","Regular season","Tulsa Shock","Los Angeles Sparks","BOK Center","Tulsa","OK",7073
2010,"July 14, 2010","Regular season","Chicago Sky","San Antonio Silver Stars","Allstate Arena","Chicago","IL",6950
2010,"July 14, 2010","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN",10076
2010,"July 14, 2010","Regular season","Minnesota Lynx","Atlanta Dream","Target Center","Minneapolis","MN",12311
2010,"July 14, 2010","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",13508
2010,"July 15, 2010","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",18162
2010,"July 16, 2010","Regular season","Indiana Fever","Atlanta Dream","Conseco Fieldhouse","Indianapolis","IN",7532
2010,"July 16, 2010","Regular season","San Antonio Stars","Tulsa Shock","AT&T Center","San Antonio","TX",9298
2010,"July 16, 2010","Regular season","Chicago Sky","Los Angeles Sparks","Allstate Arena","Chicago","IL",4841
2010,"July 17, 2010","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN",7216
2010,"July 17, 2010","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT",7378
2010,"July 17, 2010","Regular season","Phoenix Mercury","Tulsa Shock","US Airways Center","Phoenix","AZ",8564
2010,"July 18, 2010","Regular season","San Antonio Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX",6542
2010,"July 18, 2010","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY",9508
2010,"July 18, 2010","Regular season","Washington Mystics","Chicago Sky","Verizon Center","Washington","DC",8790
2010,"July 20, 2010","Regular season","San Antonio Stars","Seattle Storm","AT&T Center","San Antonio","TX",12414
2010,"July 20, 2010","Regular season","Los Angeles Sparks","Tulsa Shock","Staples Center","Los Angeles","CA",14413
2010,"July 20, 2010","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT",6478
2010,"July 21, 2010","Regular season","Washington Mystics","Atlanta Dream","Verizon Center","Washington","DC",14347
2010,"July 22, 2010","Regular season","Indiana Fever","Los Angeles Sparks","Conseco Fieldhouse","Indianapolis","IN",7898
2010,"July 22, 2010","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN",6126
2010,"July 22, 2010","Regular season","Tulsa Shock","Phoenix Mercury","BOK Center","Tulsa","OK",3333
2010,"July 23, 2010","Regular season","Chicago Sky","New York Liberty","Allstate Arena","Chicago","IL",5256
2010,"July 24, 2010","Regular season","Connecticut Sun","Los Angeles Sparks","Mohegan Sun Arena","Uncasville","CT",8097
2010,"July 24, 2010","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",9786
2010,"July 24, 2010","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN",8518
2010,"July 24, 2010","Regular season","San Antonio Stars","Chicago Sky","AT&T Center","San Antonio","TX",8999
2010,"July 25, 2010","Regular season","Atlanta Dream","New York Liberty","Philips Arena","Atlanta","GA",7030
2010,"July 25, 2010","Regular season","Seattle Storm","Tulsa Shock","KeyArena","Seattle","WA",9686
2010,"July 27, 2010","Regular season","Tulsa Shock","Atlanta Dream","BOK Center","Tulsa","OK",3800
2010,"July 27, 2010","Regular season","Indiana Fever","Chicago Sky","Conseco Fieldhouse","Indianapolis","IN",6853
2010,"July 27, 2010","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT",6322
2010,"July 27, 2010","Regular season","New York Liberty","San Antonio Silver Stars","Madison Square Garden","New York","NY",10712
2010,"July 27, 2010","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",6215
2010,"July 27, 2010","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA",8044
2010,"July 29, 2010","Regular season","Washington Mystics","San Antonio Silver Stars","Verizon Center","Washington","DC",9212
2010,"July 29, 2010","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",7037
2010,"July 30, 2010","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN",8207
2010,"July 30, 2010","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT",7003
2010,"July 30, 2010","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY",14307
2010,"July 30, 2010","Regular season","Tulsa Shock","San Antonio Silver Stars","BOK Center","Tulsa","OK",5203
2010,"July 30, 2010","Regular season","Seattle Storm","Chicago Sky","KeyArena","Seattle","WA",7749
2010,"August 1, 2010","Regular season","Atlanta Dream","Indiana Fever","Philips Arena","Atlanta","GA",6270
2010,"August 1, 2010","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY",9341
2010,"August 1, 2010","Regular season","Washington Mystics","Tulsa Shock","Verizon Center","Washington","DC",9008
2010,"August 1, 2010","Regular season","Phoenix Mercury","Chicago Sky","US Airways Center","Phoenix","AZ",11237
2010,"August 1, 2010","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN",7312
2010,"August 3, 2010","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN",7540
2010,"August 3, 2010","Regular season","Atlanta Dream","Washington Mystics","Philips Arena","Atlanta","GA",9072
2010,"August 3, 2010","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN",5954
2010,"August 3, 2010","Regular season","Tulsa Shock","Seattle Storm","BOK Center","Tulsa","OK",3697
2010,"August 3, 2010","Regular season","San Antonio Stars","Phoenix Mercury","AT&T Center","San Antonio","TX",6116
2010,"August 4, 2010","Regular season","Los Angeles Sparks","Chicago Sky","Staples Center","Los Angeles","CA",9732
2010,"August 5, 2010","Regular season","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA",7539
2010,"August 6, 2010","Regular season","Indiana Fever","Atlanta Dream","Conseco Fieldhouse","Indianapolis","IN",9214
2010,"August 6, 2010","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",11465
2010,"August 6, 2010","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ",12909
2010,"August 6, 2010","Regular season","Los Angeles Sparks","Tulsa Shock","Staples Center","Los Angeles","CA",8962
2010,"August 7, 2010","Regular season","Chicago Sky","Minnesota Lynx","Allstate Arena","Chicago","IL",4992
2010,"August 7, 2010","Regular season","Seattle Storm","Tulsa Shock","KeyArena","Seattle","WA",9686
2010,"August 8, 2010","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT",7076
2010,"August 8, 2010","Regular season","Phoenix Mercury","Indiana Fever","US Airways Center","Phoenix","AZ",10995
2010,"August 8, 2010","Regular season","Minnesota Lynx","New York Liberty","Target Center","Minneapolis","MN",9016
2010,"August 8, 2010","Regular season","Los Angeles Sparks","San Antonio Silver Stars","Staples Center","Los Angeles","CA",9793
2010,"August 10, 2010","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC",8180
2010,"August 10, 2010","Regular season","Atlanta Dream","Seattle Storm","Philips Arena","Atlanta","GA",6042
2010,"August 10, 2010","Regular season","Chicago Sky","Phoenix Mercury","Allstate Arena","Chicago","IL",4089
2010,"August 10, 2010","Regular season","San Antonio Stars","Minnesota Lynx","AT&T Center","San Antonio","TX",5142
2010,"August 10, 2010","Regular season","Los Angeles Sparks","Indiana Fever","Staples Center","Los Angeles","CA",10586
2010,"August 12, 2010","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",7867
2010,"August 13, 2010","Regular season","Washington Mystics","Minnesota Lynx","Verizon Center","Washington","DC",7752
2010,"August 13, 2010","Regular season","Atlanta Dream","New York Liberty","Philips Arena","Atlanta","GA",6025
2010,"August 13, 2010","Regular season","Indiana Fever","Phoenix Mercury","Conseco Fieldhouse","Indianapolis","IN",10002
2010,"August 13, 2010","Regular season","Connecticut Sun","Seattle Storm","Mohegan Sun Arena","Uncasville","CT",9197
2010,"August 13, 2010","Regular season","San Antonio Stars","Tulsa Shock","AT&T Center","San Antonio","TX",10244
2010,"August 14, 2010","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY",9645
2010,"August 14, 2010","Regular season","Chicago Sky","Atlanta Dream","Allstate Arena","Chicago","IL",4214
2010,"August 14, 2010","Regular season","Tulsa Shock","Los Angeles Sparks","BOK Center","Tulsa","OK",5719
2010,"August 15, 2010","Regular season","Washington Mystics","Seattle Storm","Verizon Center","Washington","DC",9438
2010,"August 15, 2010","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT",7915
2010,"August 15, 2010","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN",8678
2010,"August 17, 2010","Regular season","Atlanta Dream","Chicago Sky","Philips Arena","Atlanta","GA",5209
2010,"August 17, 2010","Regular season","Connecticut Sun","Tulsa Shock","Mohegan Sun Arena","Uncasville","CT",8828
2010,"August 17, 2010","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY",8953
2010,"August 17, 2010","Regular season","San Antonio Stars","Washington Mystics","AT&T Center","San Antonio","TX",6801
2010,"August 17, 2010","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA",7394
2010,"August 17, 2010","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",8817
2010,"August 19, 2010","Regular season","New York Liberty","Tulsa Shock","Madison Square Garden","New York","NY",8766
2010,"August 20, 2010","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",13109
2010,"August 20, 2010","Regular season","San Antonio Stars","Indiana Fever","AT&T Center","San Antonio","TX",10807
2010,"August 20, 2010","Regular season","Chicago Sky","Connecticut Sun","Allstate Arena","Chicago","IL",5598
2010,"August 20, 2010","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",12459
2010,"August 20, 2010","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA",13154
2010,"August 21, 2010","Regular season","Tulsa Shock","Chicago Sky","BOK Center","Tulsa","OK",6321
2010,"August 21, 2010","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA",9686
2010,"August 22, 2010","Regular season","Atlanta Dream","Washington Mystics","Philips Arena","Atlanta","GA",9570
2010,"August 22, 2010","Regular season","San Antonio Stars","Phoenix Mercury","AT&T Center","San Antonio","TX",8331
2010,"August 22, 2010","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY",15989
2010,"August 22, 2010","Regular season","Indiana Fever","Minnesota Lynx","Conseco Fieldhouse","Indianapolis","IN",11591
