"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2000,"May 29, 2000","Regular season","Houston Comets","New York Liberty","Compaq Center","Houston","TX",16285
2000,"May 31, 2000","Regular season","Washington Mystics","Orlando Miracle","Verizon Center","Washington","DC",14421
2000,"May 31, 2000","Regular season","Minnesota Lynx","Cleveland Rockers","Target Center","Minneapolis","MN",6948
2000,"May 31, 2000","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ",10540
2000,"May 31, 2000","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA",9103
2000,"May 31, 2000","Regular season","Portland Fire","Houston Comets","Moda Center","Portland","OR",10277
2000,"May 31, 2000","Regular season","Los Angeles Sparks","Utah Starzz","Great Western Forum","Los Angeles","CA",6112
2000,"June 1, 2000","Regular season","Orlando Miracle","Charlotte Sting","Amway Arena","Orlando","FL",6890
2000,"June 1, 2000","Regular season","Miami Sol","Indiana Fever","AmericanAirlines Arena","Miami","FL",11212
2000,"June 1, 2000","Regular season","Utah Starzz","Minnesota Lynx","EnergySolutions Arena","Salt Lake City","UT",6488
2000,"June 1, 2000","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA",10840
2000,"June 3, 2000","Regular season","New York Liberty","Utah Starzz","Madison Square Garden","New York","NY",17531
2000,"June 3, 2000","Regular season","Cleveland Rockers","Washington Mystics","Quicken Loans Arena","Cleveland","OH",10032
2000,"June 3, 2000","Regular season","Indiana Fever","Orlando Miracle","Conseco Fieldhouse","Indianapolis","IN",12575
2000,"June 3, 2000","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX",12385
2000,"June 3, 2000","Regular season","Charlotte Sting","Miami Sol","Time Warner Cable Arena","Charlotte","NC",6632
2000,"June 3, 2000","Regular season","Detroit Shock","Sacramento Monarchs","Palace of Auburn Hills","Detroit","MI",9835
2000,"June 3, 2000","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",9381
2000,"June 3, 2000","Regular season","Seattle Storm","Portland Fire","KeyArena","Seattle","WA",10182
2000,"June 4, 2000","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",15329
2000,"June 5, 2000","Regular season","Charlotte Sting","Cleveland Rockers","Time Warner Cable Arena","Charlotte","NC",3410
2000,"June 5, 2000","Regular season","Orlando Miracle","Sacramento Monarchs","Amway Arena","Orlando","FL",7043
2000,"June 5, 2000","Regular season","Indiana Fever","Miami Sol","Conseco Fieldhouse","Indianapolis","IN",9505
2000,"June 5, 2000","Regular season","Minnesota Lynx","Detroit Shock","Target Center","Minneapolis","MN",5816
2000,"June 6, 2000","Regular season","Houston Comets","Sacramento Monarchs","Compaq Center","Houston","TX",10209
2000,"June 6, 2000","Regular season","Utah Starzz","Phoenix Mercury","EnergySolutions Arena","Salt Lake City","UT",4520
2000,"June 6, 2000","Regular season","Los Angeles Sparks","Portland Fire","Great Western Forum","Los Angeles","CA",4639
2000,"June 7, 2000","Regular season","Washington Mystics","Houston Comets","Verizon Center","Washington","DC",15040
2000,"June 7, 2000","Regular season","Cleveland Rockers","Orlando Miracle","Quicken Loans Arena","Cleveland","OH",4687
2000,"June 7, 2000","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI",4788
2000,"June 7, 2000","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",9509
2000,"June 8, 2000","Regular season","Miami Sol","Washington Mystics","AmericanAirlines Arena","Miami","FL",7232
2000,"June 8, 2000","Regular season","Orlando Miracle","Minnesota Lynx","Amway Arena","Orlando","FL",5731
2000,"June 8, 2000","Regular season","Portland Fire","Utah Starzz","Moda Center","Portland","OR",8194
2000,"June 9, 2000","Regular season","New York Liberty","Sacramento Monarchs","Madison Square Garden","New York","NY",12800
2000,"June 9, 2000","Regular season","Charlotte Sting","Seattle Storm","Time Warner Cable Arena","Charlotte","NC",3946
2000,"June 9, 2000","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI",5013
2000,"June 10, 2000","Regular season","Los Angeles Sparks","Phoenix Mercury","Great Western Forum","Los Angeles","CA",6349
2000,"June 10, 2000","Regular season","Miami Sol","Minnesota Lynx","AmericanAirlines Arena","Miami","FL",7515
2000,"June 10, 2000","Regular season","Cleveland Rockers","Seattle Storm","Quicken Loans Arena","Cleveland","OH",5830
2000,"June 10, 2000","Regular season","Charlotte Sting","Orlando Miracle","Time Warner Cable Arena","Charlotte","NC",5003
2000,"June 10, 2000","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN",11009
2000,"June 10, 2000","Regular season","Utah Starzz","Houston Comets","EnergySolutions Arena","Salt Lake City","UT",6841
2000,"June 11, 2000","Regular season","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA",8160
2000,"June 12, 2000","Regular season","Detroit Shock","Charlotte Sting","Palace of Auburn Hills","Detroit","MI",5135
2000,"June 12, 2000","Regular season","Indiana Fever","Cleveland Rockers","Conseco Fieldhouse","Indianapolis","IN",9006
2000,"June 12, 2000","Regular season","Houston Comets","Utah Starzz","Compaq Center","Houston","TX",10104
2000,"June 13, 2000","Regular season","Miami Sol","Detroit Shock","AmericanAirlines Arena","Miami","FL",7023
2000,"June 13, 2000","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",11559
2000,"June 13, 2000","Regular season","Utah Starzz","Orlando Miracle","EnergySolutions Arena","Salt Lake City","UT",4394
2000,"June 13, 2000","Regular season","Portland Fire","Phoenix Mercury","Moda Center","Portland","OR",7738
2000,"June 13, 2000","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA",7700
2000,"June 14, 2000","Regular season","Phoenix Mercury","Portland Fire","US Airways Center","Phoenix","AZ",9919
2000,"June 15, 2000","Regular season","Minnesota Lynx","Orlando Miracle","Target Center","Minneapolis","MN",7189
2000,"June 15, 2000","Regular season","Houston Comets","Miami Sol","Compaq Center","Houston","TX",10459
2000,"June 15, 2000","Regular season","Utah Starzz","Charlotte Sting","EnergySolutions Arena","Salt Lake City","UT",4582
2000,"June 15, 2000","Regular season","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA",7656
2000,"June 16, 2000","Regular season","Cleveland Rockers","Detroit Shock","Quicken Loans Arena","Cleveland","OH",7989
2000,"June 17, 2000","Regular season","Sacramento Monarchs","Charlotte Sting","ARCO Arena","Sacramento","CA",8964
2000,"June 17, 2000","Regular season","Orlando Miracle","Indiana Fever","Amway Arena","Orlando","FL",7300
2000,"June 17, 2000","Regular season","Utah Starzz","Washington Mystics","EnergySolutions Arena","Salt Lake City","UT",6104
2000,"June 17, 2000","Regular season","Miami Sol","Cleveland Rockers","AmericanAirlines Arena","Miami","FL",7640
2000,"June 17, 2000","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",10498
2000,"June 17, 2000","Regular season","Portland Fire","Los Angeles Sparks","Moda Center","Portland","OR",8703
2000,"June 18, 2000","Regular season","Los Angeles Sparks","Charlotte Sting","Great Western Forum","Los Angeles","CA",4847
2000,"June 18, 2000","Regular season","Houston Comets","Minnesota Lynx","Compaq Center","Houston","TX",11315
2000,"June 18, 2000","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI",5108
2000,"June 18, 2000","Regular season","Seattle Storm","Utah Starzz","KeyArena","Seattle","WA",8492
2000,"June 18, 2000","Regular season","New York Liberty","Miami Sol","Madison Square Garden","New York","NY",11257
2000,"June 19, 2000","Regular season","Cleveland Rockers","Sacramento Monarchs","Quicken Loans Arena","Cleveland","OH",5289
2000,"June 19, 2000","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC",11628
2000,"June 20, 2000","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN",6461
2000,"June 20, 2000","Regular season","Utah Starzz","Seattle Storm","EnergySolutions Arena","Salt Lake City","UT",5376
2000,"June 20, 2000","Regular season","Los Angeles Sparks","Houston Comets","Great Western Forum","Los Angeles","CA",8371
2000,"June 20, 2000","Regular season","Portland Fire","Charlotte Sting","Moda Center","Portland","OR",6569
2000,"June 21, 2000","Regular season","Indiana Fever","Sacramento Monarchs","Conseco Fieldhouse","Indianapolis","IN",9638
2000,"June 21, 2000","Regular season","Washington Mystics","Miami Sol","Verizon Center","Washington","DC",11070
2000,"June 21, 2000","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY",12123
2000,"June 22, 2000","Regular season","Orlando Miracle","Cleveland Rockers","Amway Arena","Orlando","FL",6241
2000,"June 22, 2000","Regular season","Minnesota Lynx","Utah Starzz","Target Center","Minneapolis","MN",7128
2000,"June 22, 2000","Regular season","Charlotte Sting","Phoenix Mercury","Time Warner Cable Arena","Charlotte","NC",8425
2000,"June 23, 2000","Regular season","Miami Sol","Los Angeles Sparks","AmericanAirlines Arena","Miami","FL",8151
2000,"June 23, 2000","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN",13178
2000,"June 23, 2000","Regular season","Washington Mystics","Sacramento Monarchs","Verizon Center","Washington","DC",14235
2000,"June 23, 2000","Regular season","Utah Starzz","Houston Comets","EnergySolutions Arena","Salt Lake City","UT",6916
2000,"June 23, 2000","Regular season","Portland Fire","Seattle Storm","Moda Center","Portland","OR",9390
2000,"June 24, 2000","Regular season","Houston Comets","Indiana Fever","Compaq Center","Houston","TX",12152
2000,"June 24, 2000","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",8266
2000,"June 24, 2000","Regular season","Miami Sol","Phoenix Mercury","AmericanAirlines Arena","Miami","FL",8005
2000,"June 24, 2000","Regular season","Cleveland Rockers","Minnesota Lynx","Quicken Loans Arena","Cleveland","OH",6655
2000,"June 24, 2000","Regular season","Orlando Miracle","Charlotte Sting","Amway Arena","Orlando","FL",6803
2000,"June 25, 2000","Regular season","Charlotte Sting","Detroit Shock","Time Warner Cable Arena","Charlotte","NC",3801
2000,"June 25, 2000","Regular season","Sacramento Monarchs","Portland Fire","ARCO Arena","Sacramento","CA",7127
2000,"June 25, 2000","Regular season","Cleveland Rockers","Phoenix Mercury","Quicken Loans Arena","Cleveland","OH",6707
2000,"June 25, 2000","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY",14717
2000,"June 26, 2000","Regular season","Orlando Miracle","Houston Comets","Amway Arena","Orlando","FL",7427
2000,"June 26, 2000","Regular season","Utah Starzz","Sacramento Monarchs","EnergySolutions Arena","Salt Lake City","UT",5275
2000,"June 26, 2000","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC",16295
2000,"June 28, 2000","Regular season","Charlotte Sting","Houston Comets","Time Warner Cable Arena","Charlotte","NC",5402
2000,"June 28, 2000","Regular season","Orlando Miracle","Miami Sol","Amway Arena","Orlando","FL",5744
2000,"June 28, 2000","Regular season","Indiana Fever","Los Angeles Sparks","Conseco Fieldhouse","Indianapolis","IN",11697
2000,"June 28, 2000","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA",6479
2000,"June 28, 2000","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY",13054
