"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2014,"June 29, 2014","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN",8814
2014,"July 1, 2014","Regular season","Connecticut Sun","San Antonio Stars","Mohegan Sun Arena","Uncasville","CT",4873
2014,"July 1, 2014","Regular season","New York Liberty","Tulsa Shock","Madison Square Garden","New York","NY",7414
2014,"July 1, 2014","Regular season","Atlanta Dream","Indiana Fever","Philips Arena","Atlanta","GA",5037
2014,"July 1, 2014","Regular season","Los Angeles Sparks","Chicago Sky","Staples Center","Los Angeles","CA",7201
2014,"July 2, 2014","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",7096
2014,"July 2, 2014","Regular season","Phoenix Mercury","Chicago Sky","US Airways Center","Phoenix","AZ",7845
2014,"July 3, 2014","Regular season","Connecticut Sun","Tulsa Shock","Mohegan Sun Arena","Uncasville","CT",5396
2014,"July 3, 2014","Regular season","Minnesota Lynx","San Antonio Stars","Target Center","Minneapolis","MN",7622
2014,"July 3, 2014","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA",5288
2014,"July 5, 2014","Regular season","Indiana Fever","San Antonio Stars","Bankers Life Fieldhouse","Indianapolis","IN",8531
2014,"July 5, 2014","Regular season","Atlanta Dream","Washington Mystics","Philips Arena","Atlanta","GA",6382
2014,"July 5, 2014","Regular season","Tulsa Shock","Connecticut Sun","BOK Center","Tulsa","OK",5943
2014,"July 5, 2014","Regular season","Seattle Storm","Chicago Sky","KeyArena","Seattle","WA",6387
2014,"July 6, 2014","Regular season","New York Liberty","Minnesota Lynx","Madison Square Garden","New York","NY",8151
2014,"July 6, 2014","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",8064
2014,"July 8, 2014","Regular season","Atlanta Dream","Connecticut Sun","McCamish Pavilion","Atlanta","GA",3496
2014,"July 8, 2014","Regular season","Tulsa Shock","Indiana Fever","BOK Center","Tulsa","OK",4107
2014,"July 8, 2014","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",7920
2014,"July 9, 2014","Regular season","Chicago Sky","Washington Mystics","Allstate Arena","Rosemont","IL",16402
2014,"July 9, 2014","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",9155
2014,"July 9, 2014","Regular season","San Antonio Stars","New York Liberty","AT&T Center","San Antonio","TX",5917
2014,"July 10, 2014","Regular season","Indiana Fever","Connecticut Sun","Bankers Life Fieldhouse","Indianapolis","IN",10440
2014,"July 10, 2014","Regular season","Tulsa Shock","Minnesota Lynx","BOK Center","Tulsa","OK",4961
2014,"July 11, 2014","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY",9632
2014,"July 11, 2014","Regular season","San Antonio Stars","Seattle Storm","AT&T Center","San Antonio","TX",12117
2014,"July 11, 2014","Regular season","Chicago Sky","Phoenix Mercury","Allstate Arena","Rosemont","IL",7076
2014,"July 12, 2014","Regular season","Indiana Fever","Atlanta Dream","Bankers Life Fieldhouse","Indianapolis","IN",8562
2014,"July 12, 2014","Regular season","Tulsa Shock","Washington Mystics","BOK Center","Tulsa","OK",5958
2014,"July 13, 2014","Regular season","Connecticut Sun","Los Angeles Sparks","Mohegan Sun Arena","Uncasville","CT",6817
2014,"July 13, 2014","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN",9114
2014,"July 13, 2014","Regular season","Phoenix Mercury","San Antonio Stars","US Airways Center","Phoenix","AZ",9044
2014,"July 13, 2014","Regular season","Atlanta Dream","Chicago Sky","McCamish Pavilion","Atlanta","GA",4118
2014,"July 15, 2014","Regular season","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA",8782
2014,"July 15, 2014","Regular season","Indiana Fever","Los Angeles Sparks","Bankers Life Fieldhouse","Indianapolis","IN",7835
2014,"July 15, 2014","Regular season","Phoenix Mercury","Washington Mystics","US Airways Center","Phoenix","AZ",8229
2014,"July 16, 2014","Regular season","New York Liberty","Atlanta Dream","Madison Square Garden","New York","NY",17252
2014,"July 16, 2014","Regular season","Minnesota Lynx","Tulsa Shock","Target Center","Minneapolis","MN",16413
2014,"July 17, 2014","Regular season","Tulsa Shock","San Antonio Stars","BOK Center","Tulsa","OK",6165
2014,"July 17, 2014","Regular season","Indiana Fever","Chicago Sky","Bankers Life Fieldhouse","Indianapolis","IN",8333
2014,"July 17, 2014","Regular season","Phoenix Mercury","Connecticut Sun","US Airways Center","Phoenix","AZ",9400
2014,"July 17, 2014","Regular season","Los Angeles Sparks","Washington Mystics","Staples Center","Los Angeles","CA",7240
2014,"July 22, 2014","Regular season","Chicago Sky","Indiana Fever","Allstate Arena","Rosemont","IL",5891
2014,"July 22, 2014","Regular season","San Antonio Stars","Tulsa Shock","AT&T Center","San Antonio","TX",6041
2014,"July 22, 2014","Regular season","Minnesota Lynx","Atlanta Dream","Target Center","Minneapolis","MN",9332
2014,"July 22, 2014","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA",7429
2014,"July 23, 2014","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC",16028
2014,"July 23, 2014","Regular season","Los Angeles Sparks","New York Liberty","Staples Center","Los Angeles","CA",9089
2014,"July 24, 2014","Regular season","Seattle Storm","New York Liberty","KeyArena","Seattle","WA",4863
2014,"July 24, 2014","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",10047
2014,"July 25, 2014","Regular season","Washington Mystics","Tulsa Shock","Verizon Center","Washington","DC",8616
2014,"July 25, 2014","Regular season","Atlanta Dream","Chicago Sky","McCamish Pavilion","Atlanta","GA",4544
2014,"July 25, 2014","Regular season","Minnesota Lynx","San Antonio Stars","Target Center","Minneapolis","MN",9104
2014,"July 26, 2014","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA",5546
2014,"July 26, 2014","Regular season","San Antonio Stars","Indiana Fever","AT&T Center","San Antonio","TX",7649
2014,"July 26, 2014","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ",9527
2014,"July 27, 2014","Regular season","Connecticut Sun","Minnesota Lynx","Mohegan Sun Arena","Uncasville","CT",8019
2014,"July 27, 2014","Regular season","Washington Mystics","Atlanta Dream","Verizon Center","Washington","DC",8137
2014,"July 27, 2014","Regular season","Tulsa Shock","Chicago Sky","BOK Center","Tulsa","OK",5540
2014,"July 28, 2014","Regular season","Los Angeles Sparks","Indiana Fever","Staples Center","Los Angeles","CA",6413
2014,"July 29, 2014","Regular season","Atlanta Dream","Connecticut Sun","Philips Arena","Atlanta","GA",4308
2014,"July 29, 2014","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",8946
2014,"July 29, 2014","Regular season","San Antonio Stars","Chicago Sky","AT&T Center","San Antonio","TX",8986
2014,"July 29, 2014","Regular season","Tulsa Shock","Seattle Storm","BOK Center","Tulsa","OK",4735
2014,"July 29, 2014","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ",8983
2014,"July 31, 2014","Regular season","Chicago Sky","New York Liberty","Allstate Arena","Rosemont","IL",6043
2014,"July 31, 2014","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN",9513
2014,"July 31, 2014","Regular season","Tulsa Shock","Atlanta Dream","BOK Center","Tulsa","OK",6841
2014,"July 31, 2014","Regular season","Seattle Storm","Indiana Fever","KeyArena","Seattle","WA",6179
2014,"August 1, 2014","Regular season","San Antonio Stars","Connecticut Sun","AT&T Center","San Antonio","TX",8816
2014,"August 2, 2014","Regular season","Tulsa Shock","Minnesota Lynx","BOK Center","Tulsa","OK",6339
2014,"August 2, 2014","Regular season","Phoenix Mercury","Indiana Fever","US Airways Center","Phoenix","AZ",9239
2014,"August 3, 2014","Regular season","Atlanta Dream","New York Liberty","Philips Arena","Atlanta","GA",6547
2014,"August 3, 2014","Regular season","Los Angeles Sparks","Connecticut Sun","Staples Center","Los Angeles","CA",8110
2014,"August 3, 2014","Regular season","Chicago Sky","Washington Mystics","Allstate Arena","Rosemont","IL",6107
2014,"August 3, 2014","Regular season","Seattle Storm","San Antonio Stars","KeyArena","Seattle","WA",5736
2014,"August 5, 2014","Regular season","Connecticut Sun","Chicago Sky","Mohegan Sun Arena","Uncasville","CT",5343
2014,"August 5, 2014","Regular season","Indiana Fever","Minnesota Lynx","Bankers Life Fieldhouse","Indianapolis","IN",6556
2014,"August 5, 2014","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",7105
2014,"August 5, 2014","Regular season","Phoenix Mercury","Atlanta Dream","US Airways Center","Phoenix","AZ",12346
2014,"August 5, 2014","Regular season","Los Angeles Sparks","Tulsa Shock","Staples Center","Los Angeles","CA",7832
2014,"August 7, 2014","Regular season","Minnesota Lynx","Chicago Sky","Target Center","Minneapolis","MN",9222
2014,"August 7, 2014","Regular season","San Antonio Stars","Phoenix Mercury","AT&T Center","San Antonio","TX",7022
2014,"August 7, 2014","Regular season","Seattle Storm","Atlanta Dream","KeyArena","Seattle","WA",9686
2014,"August 8, 2014","Regular season","Indiana Fever","Washington Mystics","Bankers Life Fieldhouse","Indianapolis","IN",7089
2014,"August 8, 2014","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY",9125
2014,"August 8, 2014","Regular season","Tulsa Shock","San Antonio Stars","BOK Center","Tulsa","OK",6990
2014,"August 8, 2014","Regular season","Los Angeles Sparks","Atlanta Dream","Staples Center","Los Angeles","CA",8100
2014,"August 9, 2014","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",12379
2014,"August 10, 2014","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY",8482
2014,"August 10, 2014","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT",7348
2014,"August 10, 2014","Regular season","San Antonio Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX",9573
2014,"August 10, 2014","Regular season","Chicago Sky","Atlanta Dream","Allstate Arena","Rosemont","IL",6021
2014,"August 10, 2014","Regular season","Seattle Storm","Tulsa Shock","KeyArena","Seattle","WA",6079
2014,"August 12, 2014","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY",9617
2014,"August 12, 2014","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",9132
2014,"August 13, 2014","Regular season","Washington Mystics","Chicago Sky","Verizon Center","Washington","DC",16117
2014,"August 13, 2014","Regular season","Atlanta Dream","Phoenix Mercury","Philips Arena","Atlanta","GA",7663
2014,"August 14, 2014","Regular season","Indiana Fever","New York Liberty","Bankers Life Fieldhouse","Indianapolis","IN",8030
2014,"August 15, 2014","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT",5898
2014,"August 15, 2014","Regular season","Atlanta Dream","Tulsa Shock","Philips Arena","Atlanta","GA",9439
2014,"August 15, 2014","Regular season","San Antonio Stars","Minnesota Lynx","AT&T Center","San Antonio","TX",12659
2014,"August 15, 2014","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA",9647
2014,"August 16, 2014","Regular season","Indiana Fever","Chicago Sky","Bankers Life Fieldhouse","Indianapolis","IN",10625
2014,"August 16, 2014","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",9664
2014,"August 16, 2014","Regular season","Minnesota Lynx","Tulsa Shock","Target Center","Minneapolis","MN",9505
2014,"August 16, 2014","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ",12756
2014,"August 17, 2014","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT",7689
2014,"August 17, 2014","Regular season","Chicago Sky","San Antonio Stars","Allstate Arena","Rosemont","IL",7987
2014,"August 17, 2014","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY",9432
2014,"August 17, 2014","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA",9149
