"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2005,"June 12, 2005","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY",8789
2005,"June 12, 2005","Regular season","Charlotte Sting","Seattle Storm","Time Warner Cable Arena","Charlotte","NC",4551
2005,"June 13, 2005","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA",6658
2005,"June 15, 2005","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ",9184
2005,"June 15, 2005","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN",7815
2005,"June 15, 2005","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA",7789
2005,"June 15, 2005","Regular season","Los Angeles Sparks","Houston Comets","Staples Center","Los Angeles","CA",7529
2005,"June 16, 2005","Regular season","Charlotte Sting","Indiana Fever","Time Warner Cable Arena","Charlotte","NC",4079
2005,"June 17, 2005","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA",7780
2005,"June 18, 2005","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY",12428
2005,"June 18, 2005","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",9311
2005,"June 18, 2005","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT",7427
2005,"June 18, 2005","Regular season","San Antonio Stars","Houston Comets","AT&T Center","San Antonio","TX",9269
2005,"June 18, 2005","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA",7815
2005,"June 20, 2005","Regular season","Los Angeles Sparks","Connecticut Sun","Staples Center","Los Angeles","CA",7246
2005,"June 21, 2005","Regular season","Washington Mystics","Phoenix Mercury","Verizon Center","Washington","DC",10980
2005,"June 21, 2005","Regular season","New York Liberty","San Antonio Silver Stars","Madison Square Garden","New York","NY",8187
2005,"June 22, 2005","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN",4817
2005,"June 22, 2005","Regular season","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA",8120
2005,"June 23, 2005","Regular season","Charlotte Sting","San Antonio Silver Stars","Time Warner Cable Arena","Charlotte","NC",4185
2005,"June 24, 2005","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",8497
2005,"June 24, 2005","Regular season","Indiana Fever","Minnesota Lynx","Conseco Fieldhouse","Indianapolis","IN",8475
2005,"June 24, 2005","Regular season","Sacramento Monarchs","Connecticut Sun","ARCO Arena","Sacramento","CA",10067
2005,"June 24, 2005","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA",7833
2005,"June 25, 2005","Regular season","Houston Comets","San Antonio Silver Stars","Compaq Center","Houston","TX",8496
2005,"June 25, 2005","Regular season","Charlotte Sting","New York Liberty","Time Warner Cable Arena","Charlotte","NC",7007
2005,"June 25, 2005","Regular season","Phoenix Mercury","Connecticut Sun","US Airways Center","Phoenix","AZ",8091
2005,"June 26, 2005","Regular season","Detroit Shock","Los Angeles Sparks","Palace of Auburn Hills","Detroit","MI",9135
2005,"June 26, 2005","Regular season","Washington Mystics","Sacramento Monarchs","Verizon Center","Washington","DC",11081
2005,"June 26, 2005","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN",5352
2005,"June 28, 2005","Regular season","Charlotte Sting","Washington Mystics","Time Warner Cable Arena","Charlotte","NC",4054
2005,"June 28, 2005","Regular season","Connecticut Sun","Sacramento Monarchs","Mohegan Sun Arena","Uncasville","CT",6789
2005,"June 28, 2005","Regular season","Indiana Fever","Los Angeles Sparks","Conseco Fieldhouse","Indianapolis","IN",7716
2005,"June 28, 2005","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN",4808
2005,"June 28, 2005","Regular season","Houston Comets","Seattle Storm","Compaq Center","Houston","TX",5610
2005,"June 30, 2005","Regular season","Connecticut Sun","Minnesota Lynx","Mohegan Sun Arena","Uncasville","CT",6869
2005,"June 30, 2005","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",10401
2005,"June 30, 2005","Regular season","New York Liberty","Sacramento Monarchs","Madison Square Garden","New York","NY",9603
2005,"June 30, 2005","Regular season","San Antonio Stars","Seattle Storm","AT&T Center","San Antonio","TX",7451
2005,"July 1, 2005","Regular season","Detroit Shock","Sacramento Monarchs","Palace of Auburn Hills","Detroit","MI",10923
2005,"July 2, 2005","Regular season","Houston Comets","Charlotte Sting","Compaq Center","Houston","TX",6854
2005,"July 2, 2005","Regular season","San Antonio Stars","New York Liberty","AT&T Center","San Antonio","TX",7227
2005,"July 2, 2005","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",8832
2005,"July 3, 2005","Regular season","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA",8371
2005,"July 5, 2005","Regular season","Detroit Shock","Houston Comets","Palace of Auburn Hills","Detroit","MI",9945
2005,"July 5, 2005","Regular season","San Antonio Stars","Phoenix Mercury","AT&T Center","San Antonio","TX",6836
2005,"July 5, 2005","Regular season","Los Angeles Sparks","New York Liberty","Staples Center","Los Angeles","CA",8543
2005,"July 6, 2005","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",6919
2005,"July 7, 2005","Regular season","Charlotte Sting","Minnesota Lynx","Time Warner Cable Arena","Charlotte","NC",4071
2005,"July 7, 2005","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC",10910
2005,"July 7, 2005","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY",8386
2005,"July 7, 2005","Regular season","Indiana Fever","Houston Comets","Conseco Fieldhouse","Indianapolis","IN",8120
2005,"July 12, 2005","Regular season","Houston Comets","New York Liberty","Compaq Center","Houston","TX",6885
2005,"July 12, 2005","Regular season","Los Angeles Sparks","Charlotte Sting","Staples Center","Los Angeles","CA",8385
2005,"July 13, 2005","Regular season","Minnesota Lynx","Detroit Shock","Target Center","Minneapolis","MN",12891
2005,"July 13, 2005","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN",8799
2005,"July 13, 2005","Regular season","Seattle Storm","Washington Mystics","KeyArena","Seattle","WA",11080
2005,"July 13, 2005","Regular season","Phoenix Mercury","Charlotte Sting","US Airways Center","Phoenix","AZ",6063
2005,"July 14, 2005","Regular season","Sacramento Monarchs","San Antonio Silver Stars","ARCO Arena","Sacramento","CA",10831
2005,"July 15, 2005","Regular season","Connecticut Sun","Houston Comets","Mohegan Sun Arena","Uncasville","CT",7001
2005,"July 15, 2005","Regular season","New York Liberty","Minnesota Lynx","Madison Square Garden","New York","NY",10682
2005,"July 15, 2005","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN",8507
2005,"July 15, 2005","Regular season","Phoenix Mercury","Washington Mystics","US Airways Center","Phoenix","AZ",6116
2005,"July 15, 2005","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA",7447
2005,"July 16, 2005","Regular season","Sacramento Monarchs","Washington Mystics","ARCO Arena","Sacramento","CA",7803
2005,"July 16, 2005","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA",10151
2005,"July 17, 2005","Regular season","Charlotte Sting","Houston Comets","Time Warner Cable Arena","Charlotte","NC",7748
2005,"July 17, 2005","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI",9627
2005,"July 17, 2005","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN",9011
2005,"July 19, 2005","Regular season","Charlotte Sting","Connecticut Sun","Time Warner Cable Arena","Charlotte","NC",10378
2005,"July 19, 2005","Regular season","Los Angeles Sparks","Washington Mystics","Staples Center","Los Angeles","CA",17769
2005,"July 19, 2005","Regular season","Houston Comets","Sacramento Monarchs","Compaq Center","Houston","TX",6375
2005,"July 19, 2005","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN",6219
2005,"July 19, 2005","Regular season","Seattle Storm","New York Liberty","KeyArena","Seattle","WA",7361
2005,"July 20, 2005","Regular season","Detroit Shock","Connecticut Sun","Palace of Auburn Hills","Detroit","MI",14932
2005,"July 21, 2005","Regular season","Houston Comets","Washington Mystics","Compaq Center","Houston","TX",9603
2005,"July 21, 2005","Regular season","Indiana Fever","San Antonio Silver Stars","Conseco Fieldhouse","Indianapolis","IN",7197
2005,"July 21, 2005","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ",6431
2005,"July 22, 2005","Regular season","Connecticut Sun","Charlotte Sting","Mohegan Sun Arena","Uncasville","CT",6571
2005,"July 22, 2005","Regular season","Sacramento Monarchs","New York Liberty","ARCO Arena","Sacramento","CA",6490
2005,"July 23, 2005","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX",9889
2005,"July 23, 2005","Regular season","Seattle Storm","Detroit Shock","KeyArena","Seattle","WA",8819
2005,"July 23, 2005","Regular season","Charlotte Sting","Indiana Fever","Time Warner Cable Arena","Charlotte","NC",5107
2005,"July 23, 2005","Regular season","San Antonio Stars","Phoenix Mercury","AT&T Center","San Antonio","TX",9098
2005,"July 24, 2005","Regular season","Minnesota Lynx","New York Liberty","Target Center","Minneapolis","MN",5703
2005,"July 24, 2005","Regular season","Sacramento Monarchs","Detroit Shock","ARCO Arena","Sacramento","CA",7297
2005,"July 26, 2005","Regular season","Washington Mystics","Houston Comets","Verizon Center","Washington","DC",16654
2005,"July 26, 2005","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT",5711
2005,"July 26, 2005","Regular season","San Antonio Stars","Minnesota Lynx","AT&T Center","San Antonio","TX",6823
2005,"July 26, 2005","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ",8249
2005,"July 26, 2005","Regular season","Sacramento Monarchs","Charlotte Sting","ARCO Arena","Sacramento","CA",6264
2005,"July 27, 2005","Regular season","New York Liberty","Houston Comets","Madison Square Garden","New York","NY",10599
2005,"July 28, 2005","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT",6271
2005,"July 28, 2005","Regular season","Washington Mystics","San Antonio Silver Stars","Verizon Center","Washington","DC",9387
2005,"July 29, 2005","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN",8420
2005,"July 29, 2005","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN",5723
2005,"July 29, 2005","Regular season","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA",7502
2005,"July 29, 2005","Regular season","Seattle Storm","Charlotte Sting","KeyArena","Seattle","WA",8213
2005,"July 30, 2005","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT",8401
2005,"July 30, 2005","Regular season","Houston Comets","San Antonio Silver Stars","Compaq Center","Houston","TX",7045
2005,"July 31, 2005","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY",11381
2005,"July 31, 2005","Regular season","Detroit Shock","Phoenix Mercury","Palace of Auburn Hills","Detroit","MI",11130
2005,"July 31, 2005","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA",5708
2005,"July 31, 2005","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA",10097
2005,"August 2, 2005","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY",9498
2005,"August 2, 2005","Regular season","San Antonio Stars","Sacramento Monarchs","AT&T Center","San Antonio","TX",6310
2005,"August 2, 2005","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",7655
2005,"August 2, 2005","Regular season","Houston Comets","Detroit Shock","Compaq Center","Houston","TX",5225
2005,"August 3, 2005","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",5865
2005,"August 4, 2005","Regular season","Charlotte Sting","Sacramento Monarchs","Time Warner Cable Arena","Charlotte","NC",4030
2005,"August 4, 2005","Regular season","Indiana Fever","Seattle Storm","Conseco Fieldhouse","Indianapolis","IN",9290
2005,"August 5, 2005","Regular season","San Antonio Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX",9000
2005,"August 5, 2005","Regular season","Phoenix Mercury","Houston Comets","US Airways Center","Phoenix","AZ",7731
2005,"August 6, 2005","Regular season","Charlotte Sting","Detroit Shock","Time Warner Cable Arena","Charlotte","NC",5696
2005,"August 6, 2005","Regular season","New York Liberty","Seattle Storm","Madison Square Garden","New York","NY",11226
2005,"August 6, 2005","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN",9370
2005,"August 7, 2005","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",8828
2005,"August 7, 2005","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI",8941
2005,"August 7, 2005","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",8794
2005,"August 7, 2005","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA",7471
2005,"August 9, 2005","Regular season","Connecticut Sun","Los Angeles Sparks","Mohegan Sun Arena","Uncasville","CT",7575
2005,"August 9, 2005","Regular season","Detroit Shock","Charlotte Sting","Palace of Auburn Hills","Detroit","MI",6303
2005,"August 9, 2005","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN",6009
2005,"August 9, 2005","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA",9470
2005,"August 10, 2005","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY",11317
2005,"August 11, 2005","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC",6664
2005,"August 11, 2005","Regular season","Detroit Shock","Minnesota Lynx","Palace of Auburn Hills","Detroit","MI",8845
2005,"August 11, 2005","Regular season","San Antonio Stars","Indiana Fever","AT&T Center","San Antonio","TX",6629
2005,"August 12, 2005","Regular season","Charlotte Sting","New York Liberty","Time Warner Cable Arena","Charlotte","NC",5120
2005,"August 12, 2005","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN",6352
2005,"August 12, 2005","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ",7512
2005,"August 13, 2005","Regular season","San Antonio Stars","Detroit Shock","AT&T Center","San Antonio","TX",6646
2005,"August 13, 2005","Regular season","Los Angeles Sparks","Indiana Fever","Staples Center","Los Angeles","CA",9099
2005,"August 14, 2005","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT",7412
2005,"August 14, 2005","Regular season","Houston Comets","Seattle Storm","Compaq Center","Houston","TX",7992
2005,"August 14, 2005","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY",9724
2005,"August 14, 2005","Regular season","Phoenix Mercury","Indiana Fever","US Airways Center","Phoenix","AZ",6279
2005,"August 16, 2005","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",10559
2005,"August 16, 2005","Regular season","Minnesota Lynx","Houston Comets","Target Center","Minneapolis","MN",5920
2005,"August 16, 2005","Regular season","Phoenix Mercury","Detroit Shock","US Airways Center","Phoenix","AZ",6239
2005,"August 16, 2005","Regular season","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA",9205
2005,"August 18, 2005","Regular season","Connecticut Sun","Charlotte Sting","Mohegan Sun Arena","Uncasville","CT",6003
2005,"August 18, 2005","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN",8727
2005,"August 18, 2005","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX",5665
2005,"August 18, 2005","Regular season","Sacramento Monarchs","San Antonio Silver Stars","ARCO Arena","Sacramento","CA",6767
2005,"August 18, 2005","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA",9245
2005,"August 19, 2005","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ",6994
2005,"August 19, 2005","Regular season","Los Angeles Sparks","Detroit Shock","Staples Center","Los Angeles","CA",8324
2005,"August 20, 2005","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA",13027
2005,"August 20, 2005","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT",8304
2005,"August 20, 2005","Regular season","Indiana Fever","Charlotte Sting","Conseco Fieldhouse","Indianapolis","IN",9823
2005,"August 21, 2005","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",11735
2005,"August 21, 2005","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",6310
2005,"August 21, 2005","Regular season","Los Angeles Sparks","Houston Comets","Staples Center","Los Angeles","CA",7356
2005,"August 23, 2005","Regular season","Charlotte Sting","Detroit Shock","Time Warner Cable Arena","Charlotte","NC",4036
2005,"August 23, 2005","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT",5596
2005,"August 23, 2005","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",6010
2005,"August 23, 2005","Regular season","San Antonio Stars","Seattle Storm","AT&T Center","San Antonio","TX",5508
2005,"August 23, 2005","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA",8454
2005,"August 23, 2005","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA",8982
2005,"August 25, 2005","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI",11903
2005,"August 25, 2005","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY",11509
2005,"August 25, 2005","Regular season","Phoenix Mercury","Houston Comets","US Airways Center","Phoenix","AZ",8528
2005,"August 25, 2005","Regular season","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA",9686
2005,"August 26, 2005","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT",9341
2005,"August 26, 2005","Regular season","San Antonio Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX",9622
2005,"August 27, 2005","Regular season","Charlotte Sting","Connecticut Sun","Time Warner Cable Arena","Charlotte","NC",8501
2005,"August 27, 2005","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC",9011
2005,"August 27, 2005","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA",11206
2005,"August 27, 2005","Regular season","Minnesota Lynx","Sacramento Monarchs","Target Center","Minneapolis","MN",6722
2005,"August 27, 2005","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN",9823
2005,"August 27, 2005","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX",10472
