"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2003,"June 18, 2003","Regular season","Connecticut Sun","Cleveland Rockers","Mohegan Sun Arena","Uncasville","CT",4054
2003,"June 18, 2003","Regular season","Washington Mystics","Sacramento Monarchs","Verizon Center","Washington","DC",14056
2003,"June 19, 2003","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA",8861
2003,"June 20, 2003","Regular season","Charlotte Sting","Minnesota Lynx","Time Warner Cable Arena","Charlotte","NC",7558
2003,"June 20, 2003","Regular season","Cleveland Rockers","Washington Mystics","Quicken Loans Arena","Cleveland","OH",6119
2003,"June 20, 2003","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI",8014
2003,"June 20, 2003","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN",8383
2003,"June 20, 2003","Regular season","San Antonio Stars","Houston Comets","AT&T Center","San Antonio","TX",11791
2003,"June 21, 2003","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN",5755
2003,"June 21, 2003","Regular season","Houston Comets","Cleveland Rockers","Compaq Center","Houston","TX",7742
2003,"June 21, 2003","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ",7964
2003,"June 21, 2003","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA",9269
2003,"June 22, 2003","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT",5311
2003,"June 22, 2003","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY",12004
2003,"June 22, 2003","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA",6395
2003,"June 24, 2003","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC",11453
2003,"June 24, 2003","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI",3532
2003,"June 24, 2003","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX",10610
2003,"June 24, 2003","Regular season","Sacramento Monarchs","San Antonio Silver Stars","ARCO Arena","Sacramento","CA",6029
2003,"June 25, 2003","Regular season","Charlotte Sting","Cleveland Rockers","Time Warner Cable Arena","Charlotte","NC",4005
2003,"June 25, 2003","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY",10021
2003,"June 26, 2003","Regular season","San Antonio Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX",14791
2003,"June 26, 2003","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT",4112
2003,"June 27, 2003","Regular season","Cleveland Rockers","Seattle Storm","Quicken Loans Arena","Cleveland","OH",6065
2003,"June 27, 2003","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY",11110
2003,"June 27, 2003","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN",6237
2003,"June 28, 2003","Regular season","Houston Comets","San Antonio Silver Stars","Compaq Center","Houston","TX",8789
2003,"June 28, 2003","Regular season","Charlotte Sting","Connecticut Sun","Time Warner Cable Arena","Charlotte","NC",7579
2003,"June 28, 2003","Regular season","Detroit Shock","Phoenix Mercury","Palace of Auburn Hills","Detroit","MI",6928
2003,"June 28, 2003","Regular season","Indiana Fever","Seattle Storm","Conseco Fieldhouse","Indianapolis","IN",7890
2003,"June 28, 2003","Regular season","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA",10102
2003,"June 29, 2003","Regular season","Washington Mystics","Minnesota Lynx","Verizon Center","Washington","DC",13684
2003,"June 29, 2003","Regular season","Cleveland Rockers","Indiana Fever","Quicken Loans Arena","Cleveland","OH",7304
2003,"June 30, 2003","Regular season","Charlotte Sting","Seattle Storm","Time Warner Cable Arena","Charlotte","NC",5003
2003,"July 1, 2003","Regular season","Detroit Shock","San Antonio Silver Stars","Palace of Auburn Hills","Detroit","MI",4232
2003,"July 1, 2003","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY",10731
2003,"July 1, 2003","Regular season","Houston Comets","Minnesota Lynx","Compaq Center","Houston","TX",6848
2003,"July 2, 2003","Regular season","Connecticut Sun","Cleveland Rockers","Mohegan Sun Arena","Uncasville","CT",4169
2003,"July 2, 2003","Regular season","Indiana Fever","Phoenix Mercury","Conseco Fieldhouse","Indianapolis","IN",6195
2003,"July 2, 2003","Regular season","Sacramento Monarchs","Washington Mystics","ARCO Arena","Sacramento","CA",6336
2003,"July 3, 2003","Regular season","Detroit Shock","Charlotte Sting","Palace of Auburn Hills","Detroit","MI",6511
2003,"July 3, 2003","Regular season","Seattle Storm","Washington Mystics","KeyArena","Seattle","WA",7042
2003,"July 4, 2003","Regular season","Connecticut Sun","Sacramento Monarchs","Mohegan Sun Arena","Uncasville","CT",4038
2003,"July 5, 2003","Regular season","Charlotte Sting","Sacramento Monarchs","Time Warner Cable Arena","Charlotte","NC",6386
2003,"July 5, 2003","Regular season","Minnesota Lynx","Cleveland Rockers","Target Center","Minneapolis","MN",5240
2003,"July 5, 2003","Regular season","Houston Comets","Washington Mystics","Compaq Center","Houston","TX",9379
2003,"July 5, 2003","Regular season","San Antonio Stars","Phoenix Mercury","AT&T Center","San Antonio","TX",9370
2003,"July 5, 2003","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA",9820
2003,"July 6, 2003","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT",6154
2003,"July 6, 2003","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN",6765
2003,"July 7, 2003","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",11691
2003,"July 7, 2003","Regular season","Los Angeles Sparks","Cleveland Rockers","Staples Center","Los Angeles","CA",6710
2003,"July 8, 2003","Regular season","Detroit Shock","Connecticut Sun","Palace of Auburn Hills","Detroit","MI",7812
2003,"July 8, 2003","Regular season","Minnesota Lynx","Sacramento Monarchs","Target Center","Minneapolis","MN",5113
2003,"July 8, 2003","Regular season","Houston Comets","Indiana Fever","Compaq Center","Houston","TX",7604
2003,"July 9, 2003","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC",17227
2003,"July 10, 2003","Regular season","Sacramento Monarchs","San Antonio Silver Stars","ARCO Arena","Sacramento","CA",9635
2003,"July 10, 2003","Regular season","Phoenix Mercury","Cleveland Rockers","US Airways Center","Phoenix","AZ",8420
2003,"July 10, 2003","Regular season","Charlotte Sting","Detroit Shock","Time Warner Cable Arena","Charlotte","NC",5620
2003,"July 10, 2003","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN",7192
2003,"July 10, 2003","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN",5444
2003,"July 15, 2003","Regular season","Cleveland Rockers","Sacramento Monarchs","Quicken Loans Arena","Cleveland","OH",11940
2003,"July 15, 2003","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",13051
2003,"July 15, 2003","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA",6718
2003,"July 15, 2003","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",7145
2003,"July 16, 2003","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN",11192
2003,"July 16, 2003","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN",7232
2003,"July 17, 2003","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",19683
2003,"July 17, 2003","Regular season","Cleveland Rockers","Minnesota Lynx","Quicken Loans Arena","Cleveland","OH",6876
2003,"July 17, 2003","Regular season","Connecticut Sun","Seattle Storm","Mohegan Sun Arena","Uncasville","CT",9341
2003,"July 17, 2003","Regular season","San Antonio Stars","Sacramento Monarchs","AT&T Center","San Antonio","TX",8383
2003,"July 18, 2003","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY",11785
2003,"July 18, 2003","Regular season","Detroit Shock","Seattle Storm","Palace of Auburn Hills","Detroit","MI",6923
2003,"July 18, 2003","Regular season","Los Angeles Sparks","Houston Comets","Staples Center","Los Angeles","CA",10824
2003,"July 19, 2003","Regular season","Cleveland Rockers","Detroit Shock","Quicken Loans Arena","Cleveland","OH",7209
2003,"July 19, 2003","Regular season","San Antonio Stars","Washington Mystics","AT&T Center","San Antonio","TX",11530
2003,"July 19, 2003","Regular season","Phoenix Mercury","Connecticut Sun","US Airways Center","Phoenix","AZ",7602
2003,"July 19, 2003","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA",9019
2003,"July 20, 2003","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY",12936
2003,"July 20, 2003","Regular season","Charlotte Sting","Cleveland Rockers","Time Warner Cable Arena","Charlotte","NC",8623
2003,"July 20, 2003","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN",6992
2003,"July 20, 2003","Regular season","Los Angeles Sparks","Connecticut Sun","Staples Center","Los Angeles","CA",7135
2003,"July 22, 2003","Regular season","Detroit Shock","Cleveland Rockers","Palace of Auburn Hills","Detroit","MI",11105
2003,"July 22, 2003","Regular season","Los Angeles Sparks","Washington Mystics","Staples Center","Los Angeles","CA",10429
2003,"July 23, 2003","Regular season","Seattle Storm","New York Liberty","KeyArena","Seattle","WA",8003
2003,"July 23, 2003","Regular season","Connecticut Sun","Minnesota Lynx","Mohegan Sun Arena","Uncasville","CT",7099
2003,"July 23, 2003","Regular season","Indiana Fever","San Antonio Silver Stars","Conseco Fieldhouse","Indianapolis","IN",6243
2003,"July 24, 2003","Regular season","Charlotte Sting","Detroit Shock","Time Warner Cable Arena","Charlotte","NC",9589
2003,"July 24, 2003","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",9859
2003,"July 24, 2003","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",13849
2003,"July 24, 2003","Regular season","Sacramento Monarchs","New York Liberty","ARCO Arena","Sacramento","CA",7402
2003,"July 25, 2003","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN",7656
2003,"July 25, 2003","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA",6753
2003,"July 26, 2003","Regular season","Cleveland Rockers","Washington Mystics","Quicken Loans Arena","Cleveland","OH",5173
2003,"July 26, 2003","Regular season","Houston Comets","New York Liberty","Compaq Center","Houston","TX",11019
2003,"July 26, 2003","Regular season","Connecticut Sun","Charlotte Sting","Hartford Civic Center","Hartford","CT",5731
2003,"July 26, 2003","Regular season","Indiana Fever","Minnesota Lynx","Conseco Fieldhouse","Indianapolis","IN",9191
2003,"July 26, 2003","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA",7411
2003,"July 27, 2003","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",6964
2003,"July 27, 2003","Regular season","San Antonio Stars","Cleveland Rockers","AT&T Center","San Antonio","TX",8628
2003,"July 29, 2003","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC",13461
2003,"July 29, 2003","Regular season","Cleveland Rockers","Detroit Shock","Quicken Loans Arena","Cleveland","OH",5009
2003,"July 29, 2003","Regular season","Houston Comets","Minnesota Lynx","Compaq Center","Houston","TX",7179
2003,"July 29, 2003","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ",8811
2003,"July 30, 2003","Regular season","Los Angeles Sparks","San Antonio Silver Stars","Staples Center","Los Angeles","CA",10686
2003,"July 31, 2003","Regular season","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA",8671
2003,"July 31, 2003","Regular season","Seattle Storm","Charlotte Sting","KeyArena","Seattle","WA",6289
2003,"August 1, 2003","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT",6182
2003,"August 1, 2003","Regular season","Cleveland Rockers","Phoenix Mercury","Quicken Loans Arena","Cleveland","OH",8131
2003,"August 1, 2003","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY",12287
2003,"August 1, 2003","Regular season","San Antonio Stars","Houston Comets","AT&T Center","San Antonio","TX",11861
2003,"August 2, 2003","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI",10335
2003,"August 2, 2003","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN",6555
2003,"August 2, 2003","Regular season","Houston Comets","San Antonio Silver Stars","Compaq Center","Houston","TX",11060
2003,"August 2, 2003","Regular season","Los Angeles Sparks","Charlotte Sting","Staples Center","Los Angeles","CA",11320
2003,"August 3, 2003","Regular season","Washington Mystics","Phoenix Mercury","Verizon Center","Washington","DC",11052
2003,"August 3, 2003","Regular season","New York Liberty","Cleveland Rockers","Madison Square Garden","New York","NY",11386
2003,"August 3, 2003","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT",5333
2003,"August 3, 2003","Regular season","Sacramento Monarchs","Charlotte Sting","ARCO Arena","Sacramento","CA",7085
2003,"August 4, 2003","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN",5223
2003,"August 5, 2003","Regular season","New York Liberty","San Antonio Silver Stars","Madison Square Garden","New York","NY",12491
2003,"August 5, 2003","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT",6151
2003,"August 5, 2003","Regular season","Houston Comets","Sacramento Monarchs","Compaq Center","Houston","TX",7493
2003,"August 6, 2003","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC",11341
2003,"August 6, 2003","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",8282
2003,"August 6, 2003","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA",8305
2003,"August 7, 2003","Regular season","Charlotte Sting","New York Liberty","Time Warner Cable Arena","Charlotte","NC",6681
2003,"August 7, 2003","Regular season","Indiana Fever","Houston Comets","Conseco Fieldhouse","Indianapolis","IN",7020
2003,"August 7, 2003","Regular season","San Antonio Stars","Sacramento Monarchs","AT&T Center","San Antonio","TX",9573
2003,"August 8, 2003","Regular season","Detroit Shock","Houston Comets","Palace of Auburn Hills","Detroit","MI",10531
2003,"August 8, 2003","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ",9219
2003,"August 8, 2003","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA",8494
2003,"August 9, 2003","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",13869
2003,"August 9, 2003","Regular season","Charlotte Sting","Connecticut Sun","Time Warner Cable Arena","Charlotte","NC",9163
2003,"August 9, 2003","Regular season","Indiana Fever","Cleveland Rockers","Conseco Fieldhouse","Indianapolis","IN",7162
2003,"August 9, 2003","Regular season","San Antonio Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX",11395
2003,"August 9, 2003","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA",10209
2003,"August 10, 2003","Regular season","Cleveland Rockers","Indiana Fever","Quicken Loans Arena","Cleveland","OH",6691
2003,"August 10, 2003","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI",8514
2003,"August 10, 2003","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX",8535
2003,"August 12, 2003","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT",7074
2003,"August 12, 2003","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN",5927
2003,"August 12, 2003","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA",7300
2003,"August 13, 2003","Regular season","Phoenix Mercury","Detroit Shock","US Airways Center","Phoenix","AZ",7132
2003,"August 14, 2003","Regular season","Charlotte Sting","Washington Mystics","Time Warner Cable Arena","Charlotte","NC",5118
2003,"August 14, 2003","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",8379
2003,"August 15, 2003","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",9423
2003,"August 15, 2003","Regular season","Sacramento Monarchs","Detroit Shock","ARCO Arena","Sacramento","CA",8766
2003,"August 16, 2003","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY",13431
2003,"August 16, 2003","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX",14712
2003,"August 16, 2003","Regular season","Washington Mystics","Cleveland Rockers","Verizon Center","Washington","DC",12016
2003,"August 16, 2003","Regular season","Indiana Fever","Charlotte Sting","Conseco Fieldhouse","Indianapolis","IN",7240
2003,"August 16, 2003","Regular season","San Antonio Stars","Minnesota Lynx","AT&T Center","San Antonio","TX",11890
2003,"August 16, 2003","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ",10203
2003,"August 17, 2003","Regular season","Cleveland Rockers","New York Liberty","Quicken Loans Arena","Cleveland","OH",9462
2003,"August 17, 2003","Regular season","Seattle Storm","Detroit Shock","KeyArena","Seattle","WA",7590
2003,"August 18, 2003","Regular season","New York Liberty","Houston Comets","Madison Square Garden","New York","NY",13547
2003,"August 19, 2003","Regular season","Cleveland Rockers","Connecticut Sun","Quicken Loans Arena","Cleveland","OH",6128
2003,"August 19, 2003","Regular season","Houston Comets","Seattle Storm","Compaq Center","Houston","TX",8306
2003,"August 20, 2003","Regular season","Charlotte Sting","Indiana Fever","Time Warner Cable Arena","Charlotte","NC",6110
2003,"August 20, 2003","Regular season","San Antonio Stars","Seattle Storm","AT&T Center","San Antonio","TX",9045
2003,"August 20, 2003","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",9757
2003,"August 21, 2003","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",13779
2003,"August 21, 2003","Regular season","Detroit Shock","Cleveland Rockers","Palace of Auburn Hills","Detroit","MI",9132
2003,"August 21, 2003","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA",9173
2003,"August 21, 2003","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA",8784
2003,"August 22, 2003","Regular season","Connecticut Sun","Charlotte Sting","Mohegan Sun Arena","Uncasville","CT",9176
2003,"August 22, 2003","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY",15424
2003,"August 22, 2003","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ",10123
2003,"August 23, 2003","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC",14853
2003,"August 23, 2003","Regular season","Indiana Fever","Cleveland Rockers","Conseco Fieldhouse","Indianapolis","IN",13093
2003,"August 23, 2003","Regular season","Minnesota Lynx","Detroit Shock","Target Center","Minneapolis","MN",12747
2003,"August 23, 2003","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA",15782
2003,"August 23, 2003","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA",7786
2003,"August 23, 2003","Regular season","Los Angeles Sparks","San Antonio Silver Stars","Staples Center","Los Angeles","CA",10150
2003,"August 24, 2003","Regular season","Charlotte Sting","New York Liberty","Time Warner Cable Arena","Charlotte","NC",9722
2003,"August 25, 2003","Regular season","Cleveland Rockers","Charlotte Sting","Quicken Loans Arena","Cleveland","OH",6543
2003,"August 25, 2003","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",6854
2003,"August 25, 2003","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN",7543
2003,"August 25, 2003","Regular season","Los Angeles Sparks","Houston Comets","Staples Center","Los Angeles","CA",10118
2003,"August 25, 2003","Regular season","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA",7295
