".rownames","attendance","rolling_wins_44","dow","month","team_name","Season",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"506",5004,15,"Wed","8","DALLAS WINGS","2019",4444.47341020993,559.526589790074,0.0228614819713885,2473.75243289609,4.37817352985584e-05,0.228902943773896
"507",4070,16,"Fri","8","DALLAS WINGS","2019",4162.64549829415,-92.6454982941468,0.0193398748332929,2473.80294543562,1.00814886723957e-06,-0.0378332611110763
"508",4715,14,"Sun","8","DALLAS WINGS","2019",4209.12320331083,505.876796689174,0.0191396221911558,2473.7620753726,2.97349967572028e-05,0.206561737850603
"509",5205,13,"Sat","8","DALLAS WINGS","2019",4451.91758104949,753.082418950508,0.0214426804569636,2473.71042522327,7.4173871886352e-05,0.307863419338494
"510",5910,11,"Sun","9","DALLAS WINGS","2019",3957.97529302156,1952.02470697844,0.0250638960784838,2473.17080328567,0.000586848896872921,0.79947695212419
"522",1491,15,"Sat","5","DALLAS WINGS","2021",-80.059286718104,1571.0592867181,0.0234735802063859,2473.39465524123,0.000354859049326638,0.642923484839114
"523",1717,14,"Sat","5","DALLAS WINGS","2021",-222.163939531032,1939.16393953103,0.0237369823741501,2473.17997508825,0.000546991128119866,0.793669739511314
"524",1372,14,"Tue","6","DALLAS WINGS","2021",-1603.25264288588,2975.25264288588,0.0205961925434272,2472.33897562846,0.00111012137340999,1.21577069310867
"525",1519,17,"Thu","6","DALLAS WINGS","2021",-424.493704677942,1943.49370467794,0.02164732319354,2473.17852311216,0.000498929290054626,0.794591900805232
"526",1751,16,"Sat","6","DALLAS WINGS","2021",152.119028459824,1598.88097154018,0.0207344196998187,2473.38120161262,0.00032283645589515,0.65339318977728
"527",2055,16,"Sat","6","DALLAS WINGS","2021",152.119028459824,1902.88097154018,0.0207344196998187,2473.20496843184,0.000457270884368057,0.777624782514889
"528",1778,17,"Wed","6","DALLAS WINGS","2021",2.5702048073299,1775.42979519267,0.0227392305476745,2473.2815098162,0.000438350231712486,0.726284851560548
"529",2187,17,"Fri","7","DALLAS WINGS","2021",437.522350598707,1749.47764940129,0.0218214909763256,2473.29716154251,0.00040768467060729,0.715332660817598
"530",2533,17,"Sun","7","DALLAS WINGS","2021",768.209361241243,1764.79063875876,0.0209175725360589,2473.28871932405,0.000396934230149519,0.721260714976132
"531",2399,17,"Sun","8","DALLAS WINGS","2021",861.935949323308,1537.06405067669,0.02028612692458,2473.41347170034,0.00029163789247047,0.627987574755975
"532",2017,18,"Fri","8","DALLAS WINGS","2021",673.353591493699,1343.6464085063,0.0209507199746582,2473.50546133693,0.000230472565672379,0.54915056408001
"533",1975,17,"Thu","9","DALLAS WINGS","2021",703.283642073721,1271.71635792628,0.0258199358809433,2473.53527063104,0.00025699022042667,0.521049943691207
"534",2386,18,"Sun","9","DALLAS WINGS","2021",1179.20665028575,1206.79334971425,0.0225007373126767,2473.5628687115,0.000200303753137026,0.49360937960397
"535",1945,18,"Tue","9","DALLAS WINGS","2021",92.9433151174962,1852.0566848825,0.0239810219495701,2473.23467419448,0.000504335000958698,0.758112850385137
"536",2888,17,"Sat","9","DALLAS WINGS","2021",1422.00102802442,1465.99897197558,0.0262216546205462,2473.44661638653,0.000347109577506026,0.600775652871836
"537",3604,18,"Sun","9","DALLAS WINGS","2021",1179.20665028575,2424.79334971425,0.0225007373126767,2472.82924683757,0.000808672612256868,0.991802566117623
"538",5796,19,"Sat","5","DALLAS WINGS","2022",3610.36332369895,2185.63667630105,0.0218895375580362,2473.01263655064,0.000638375359343744,0.893702004847129
"539",3035,19,"Tue","5","DALLAS WINGS","2022",2139.2009579791,895.799042020899,0.0208367835660446,2473.67152801216,0.000101859393368519,0.366093285132926
"540",3813,20,"Sat","5","DALLAS WINGS","2022",3752.46797651188,60.5320234881219,0.0218831403996698,2473.80375688277,4.89505909146444e-07,0.0247513296369832
"541",3292,21,"Fri","6","DALLAS WINGS","2022",3269.06025049568,22.9397495043231,0.0186525070509363,2473.80427714877,5.95289631824576e-08,0.00936452982486331
"542",3273,20,"Sun","6","DALLAS WINGS","2022",3457.64260832528,-184.642608325285,0.0178962489470918,2473.79873747458,3.69462635370299e-06,-0.0753463044707039
"543",4375,19,"Wed","6","DALLAS WINGS","2022",3408.78350959853,966.216490401473,0.0215634641815611,2473.64970762496,0.000122817851994249,0.395017948555634
"544",3140,19,"Fri","6","DALLAS WINGS","2022",2984.85094486982,155.14905513018,0.0185645698795723,2473.80038871598,2.70968679758769e-06,0.0633325513032774
"545",3779,20,"Sun","6","DALLAS WINGS","2022",3457.64260832528,321.357391674715,0.0178962489470918,2473.78732055834,1.11913701011908e-05,0.131134910282354
"546",2791,21,"Thu","6","DALLAS WINGS","2022",3265.92890573911,-474.928905739112,0.0203663590155677,2473.76704463433,2.79577758048895e-05,-0.194046347414649
"547",4240,21,"Sat","6","DALLAS WINGS","2022",3984.64629168981,255.353708310194,0.0203448706415755,2473.7935758316,8.07332127761624e-06,0.104331217492051
"548",3187,20,"Fri","7","DALLAS WINGS","2022",3985.84030820283,-798.840308202832,0.0191583846974446,2473.69890873859,7.42233344262573e-05,-0.326188948841764
"549",3445,19,"Tue","7","DALLAS WINGS","2022",3088.15933086418,356.840669135815,0.0190544406222594,2473.78332415564,1.47270065762476e-05,0.145700353987257
"550",5126,20,"Sat","7","DALLAS WINGS","2022",4701.42634939696,424.573650603038,0.0207948398523904,2473.77452582348,2.28335620544076e-05,0.173510158247475
"551",4382,19,"Thu","7","DALLAS WINGS","2022",3840.60431063334,541.395689366661,0.0209508624070971,2473.75583883847,3.74181155053098e-05,0.22126935178052
"552",3492,19,"Thu","8","DALLAS WINGS","2022",3934.3308987154,-442.330898715403,0.0216353866137047,2473.77194989646,2.58295679095785e-05,-0.180844632871513
"553",4184,20,"Sat","8","DALLAS WINGS","2022",4795.15293747903,-611.152937479026,0.0220246056303083,2473.74246051952,5.02355879197337e-05,-0.24991634114552
"554",3036,21,"Mon","8","DALLAS WINGS","2022",4454.02739227014,-1418.02739227014,0.0660663764045832,2473.45536676548,0.000889563804046714,-0.593383313344989
"555",3795,22,"Wed","8","DALLAS WINGS","2022",4787.70876663946,-992.708766639461,0.0234296440476176,2473.64079817579,0.000141404011060905,-0.406236370399229
"556",5588,22,"Sat","5","DALLAS WINGS","2023",4817.46356482118,770.536435178816,0.0230334861050938,2473.70586014046,8.3684701855441e-05,0.315255051931432
"557",3484,22,"Tue","5","DALLAS WINGS","2023",3346.30119910134,137.698800898665,0.0222093420877889,2473.80122100166,2.57254891333968e-06,0.0563139422575461
"558",4242,22,"Wed","6","DALLAS WINGS","2023",4615.88375072076,-373.883750720762,0.0219363077284124,2473.78119831806,1.87224135843276e-05,-0.1528838943302
"559",6251,23,"Fri","6","DALLAS WINGS","2023",4334.05583880498,1916.94416119502,0.0184946900644886,2473.19746321133,0.000412040659509087,0.78247748558224
"560",5807,23,"Wed","6","DALLAS WINGS","2023",4757.98840353369,1049.01159646631,0.0221189693957857,2473.62196241127,0.000148666398588651,0.428988838730455
"561",5020,22,"Sat","6","DALLAS WINGS","2023",4907.53722718618,112.462772813816,0.0198870386418141,2473.80227245763,1.52930752146982e-06,0.0459387776671627
"562",3392,21,"Tue","6","DALLAS WINGS","2023",3294.27020865341,97.7297913465932,0.0185091010368036,2473.80278679351,1.07183050536441e-06,0.0398926188617097
"563",4544,20,"Sun","7","DALLAS WINGS","2023",5097.31360152882,-553.313601528817,0.0179168617155879,2473.7538354858,3.32175442966252e-05,-0.225790639429497
"564",6251,21,"Fri","7","DALLAS WINGS","2023",4908.73124369921,1342.26875630079,0.0188878560489085,2473.50670121032,0.000206482724511326,0.548010488045088
"565",5041,24,"Sat","7","DALLAS WINGS","2023",6050.63124333212,-1009.63124333212,0.0208679629678111,2473.63561657625,0.000129593284331643,-0.41262056144411
"566",4222,25,"Tue","7","DALLAS WINGS","2023",4721.5735304252,-499.573530425204,0.0196013791401678,2473.76310323254,2.97262059717937e-05,-0.204035994087913
"567",4048,24,"Fri","7","DALLAS WINGS","2023",5335.04520213799,-1287.04520213799,0.0193526460487551,2473.5305618382,0.000194698062517517,-0.525588778312058
"568",3762,24,"Fri","8","DALLAS WINGS","2023",5428.77179022006,-1666.77179022006,0.0193776962120806,2473.34513535693,0.000326971794095386,-0.68066586680194
"569",4057,24,"Sun","8","DALLAS WINGS","2023",5759.45880086259,-1702.45880086259,0.0186185113702918,2473.32562861733,0.000327251654059759,-0.694970539141031
"570",5193,24,"Tue","8","DALLAS WINGS","2023",4673.19546569434,519.80453430566,0.0193300311515254,2473.75970605296,3.1719499559946e-05,0.212269374493623
"571",4179,24,"Sat","8","DALLAS WINGS","2023",6144.35783141419,-1965.35783141419,0.0211870526559183,2473.16466175596,0.000498900340411793,-0.803342041375121
"572",3931,25,"Thu","8","DALLAS WINGS","2023",5567.74509827642,-1636.74509827642,0.0212439591912647,2473.36068923611,0.000346982876710788,-0.66904069638644
"573",5058,26,"Sun","9","DALLAS WINGS","2023",6218.83415463797,-1160.83415463797,0.0228718189307709,2473.5808284943,0.000188537341821626,-0.474901042383514
"574",4195,25,"Tue","9","DALLAS WINGS","2023",4990.46616665678,-795.466166656784,0.0242362850155616,2473.69925354277,9.40761521221955e-05,-0.325655258349008
"575",4546,24,"Fri","9","DALLAS WINGS","2023",5603.93783836957,-1057.93783836957,0.0236477308535291,2473.61855441096,0.000162164614019518,-0.43297776577544
"576",6251,24,"Wed","5","DALLAS WINGS","2024",8020.32164243038,-1769.32164243038,0.0250226628763624,2473.28388537954,0.000481301772089939,-0.724633226897599
"577",6251,24,"Sat","5","DALLAS WINGS","2024",8311.9751188958,-2060.9751188958,0.022357468540403,2473.10005149526,0.000580319748440776,-0.842929823831176
"578",6251,23,"Wed","6","DALLAS WINGS","2024",7968.29065198245,-1717.29065198245,0.0216131530666202,2473.3157588496,0.000388905358994402,-0.70209716221542
"579",5568,22,"Sun","6","DALLAS WINGS","2024",7732.94044508335,-2164.94044508335,0.0184716598777872,2473.03026735957,0.000524869747484331,-0.883696727432294
"580",5568,22,"Thu","6","DALLAS WINGS","2024",7399.12208968425,-1831.12208968425,0.0204180903093388,2473.2495074662,0.000416703942370246,-0.74817921371043
"581",5977,21,"Sat","6","DALLAS WINGS","2024",7975.73482282202,-1998.73482282202,0.019562263795008,2473.14384322645,0.000474841676701521,-0.81630768354584
"582",6251,19,"Thu","6","DALLAS WINGS","2024",6972.80813124547,-721.808131245465,0.0202806175244298,2473.71816796543,6.429551993243e-05,-0.294903301565202
"583",6129,19,"Wed","7","DALLAS WINGS","2024",8258.75675125082,-2129.75675125082,0.0215443694126368,2473.05287435075,0.000596171099144041,-0.870699208843757
"584",5872,18,"Fri","7","DALLAS WINGS","2024",7692.71953370919,-1820.71953370919,0.0200606186624133,2473.25599464204,0.000404474736687024,-0.743793126353367
"585",6251,17,"Sat","7","DALLAS WINGS","2024",8266.20092209039,-2015.20092209039,0.0209193313006463,2473.13198302911,0.000517615116003201,-0.823602829391762
"586",6251,16,"Wed","7","DALLAS WINGS","2024",7832.44279281204,-1581.44279281204,0.021833915453581,2473.38991710884,0.000333328765193068,-0.646630076003529
"587",6191,16,"Fri","8","DALLAS WINGS","2024",7502.23681616539,-1311.23681616539,0.0201066228051375,2473.51995291737,0.000210282510366521,-0.535673840229534
"588",5925,14,"Sun","8","DALLAS WINGS","2024",7548.71452118207,-1623.71452118207,0.0199438138910549,2473.36830546658,0.000319731195456613,-0.663273890996693
"589",6251,15,"Tue","8","DALLAS WINGS","2024",6604.55583882675,-353.555838826745,0.0201321600728184,2473.78368701526,1.53084349252436e-05,-0.144438502270042
"590",5581,15,"Fri","8","DALLAS WINGS","2024",7360.13216335246,-1779.13216335246,0.0202773837215669,2473.28064611053,0.000390554343686022,-0.72688441745098
"591",6251,16,"Sun","9","DALLAS WINGS","2024",8008.08987495744,-1757.08987495744,0.0209269944623574,2473.29320514034,0.000393662509262266,-0.718116908345587
"592",5129,16,"Tue","9","DALLAS WINGS","2024",6921.82653978919,-1792.82653978919,0.0222861659813969,2473.27145910064,0.000437671012093425,-0.733231487961677
"593",5157,14,"Tue","9","DALLAS WINGS","2024",6637.61723416333,-1480.61723416333,0.0228047831606702,2473.44072176954,0.000305779439543504,-0.605704567407376
"594",5384,13,"Thu","9","DALLAS WINGS","2024",7247.95756111956,-1863.95756111956,0.0248558107618937,2473.22681072003,0.000530422205924858,-0.763326458235317
"595",5728,13,"Fri","9","DALLAS WINGS","2024",7251.08890587612,-1523.08890587612,0.022882740115893,2473.41952796231,0.00032473161025243,-0.623104125922079
"596",7400,22,"Sun","5","WASHINGTON MYSTICS","2018",4714.11324632182,2685.88675367818,0.0211435292996407,2472.60955235483,0.000929767245235459,1.09783457418422
"597",4509,22,"Tue","5","WASHINGTON MYSTICS","2018",3627.84991115357,881.150088846432,0.0214469341112993,2473.67575698112,0.000101567702862968,0.36021883139671
"598",5723,24,"Sun","5","WASHINGTON MYSTICS","2018",4998.32255194768,724.677448052321,0.0211861351187988,2473.71740092324,6.7826655574242e-05,0.29621251575272
"599",5176,24,"Sun","6","WASHINGTON MYSTICS","2018",5088.39621431268,87.6037856873209,0.0174242483420415,2473.80309810911,8.08960122657812e-07,0.0357395078308394
"600",8587,23,"Thu","6","WASHINGTON MYSTICS","2018",4612.47320610065,3974.52679389935,0.0209826437590351,2471.18769731958,0.00201980610729625,1.62442231976398
"601",5289,24,"Fri","6","WASHINGTON MYSTICS","2018",4757.70920367014,531.290796329857,0.0186801325610379,2473.75774148521,3.1980316231602e-05,0.216888093616581
"602",4206,23,"Tue","6","WASHINGTON MYSTICS","2018",3860.0282263315,345.971773668503,0.0183830302692432,2473.78459986461,1.33374781492198e-05,0.141214194728557
"603",4139,25,"Tue","6","WASHINGTON MYSTICS","2018",4144.23753195735,-5.23753195735299,0.0185797980926456,2473.80435953297,3.09060692224507e-09,-0.00213800099887038
"604",4473,25,"Thu","6","WASHINGTON MYSTICS","2018",4896.68251172651,-423.682511726507,0.0211209929985361,2473.77464104773,2.31098314029322e-05,-0.173174820160566
"605",6218,25,"Sat","6","WASHINGTON MYSTICS","2018",5615.3998976772,602.600102322798,0.0216703669495343,2473.74420283788,4.80190594097622e-05,0.246374247915077
"606",4674,24,"Thu","7","WASHINGTON MYSTICS","2018",5613.46256943366,-939.462569433663,0.0223479992408234,2473.65803664397,0.000120528130912021,-0.38423422767147
"607",11354,24,"Wed","7","WASHINGTON MYSTICS","2018",6040.52647891894,5313.47352108106,0.0229120170454713,2469.116518922,0.00395742250284073,2.17380407868913
"608",5858,23,"Fri","7","WASHINGTON MYSTICS","2018",5474.4892613773,383.510738622701,0.0199406047581699,2473.78003961521,1.78339682343629e-05,0.156660693776045
"610",6808,24,"Thu","8","WASHINGTON MYSTICS","2018",5707.18915751573,1100.81084248427,0.0219426236904028,2473.60353947187,0.000162347155783876,0.450131335193278
"611",6362,25,"Sun","8","WASHINGTON MYSTICS","2018",6183.11216572776,178.887834272245,0.0185142068572259,2473.79907941302,3.59217996956987e-06,0.0730209555885694
"612",7400,25,"Fri","8","WASHINGTON MYSTICS","2018",5852.42515508522,1547.57484491478,0.0199469562762958,2473.40824411504,0.000290496024737074,0.632172479339018
"613",4200,24,"Sat","6","WASHINGTON MYSTICS","2019",5067.84644505158,-867.846445051577,0.0210064075659642,2473.67966733084,9.64133702045554e-05,-0.354700400422704
"614",2347,24,"Wed","6","WASHINGTON MYSTICS","2019",4776.19296858615,-2429.19296858615,0.0224278249986804,2472.82577736958,0.000808859189899691,-0.993565068241567
"615",3564,26,"Sun","6","WASHINGTON MYSTICS","2019",4967.15672012584,-1403.15672012584,0.0179544295968397,2473.4793909387,0.000214081968386559,-0.572597008365047
"616",3654,26,"Fri","6","WASHINGTON MYSTICS","2019",4636.4697094833,-982.469709483303,0.0188985407323658,2473.64489493696,0.000110687394502248,-0.401116865896149
"617",4200,28,"Sat","6","WASHINGTON MYSTICS","2019",5636.26505630329,-1436.26505630329,0.0218694855779709,2473.46251012375,0.000275406089615092,-0.587279586370841
"618",15377,27,"Wed","7","WASHINGTON MYSTICS","2019",6061.39163754502,9315.60836245498,0.0236112215973873,2459.35635696542,0.0125532084449009,3.81248854040256
"619",4200,27,"Sat","7","WASHINGTON MYSTICS","2019",6353.04511401045,-2153.04511401045,0.0231103563496597,2473.03511587394,0.000655663924467566,-0.880925317795057
"620",4200,27,"Sun","7","WASHINGTON MYSTICS","2019",5968.14608345885,-1768.14608345885,0.0194353269895305,2473.28753894581,0.000369092355950127,-0.722085686982482
"621",3819,29,"Tue","7","WASHINGTON MYSTICS","2019",5166.09205391645,-1347.09205391645,0.0213922400706545,2473.50379070917,0.000236751587593629,-0.550682989459956
"622",3013,29,"Thu","8","WASHINGTON MYSTICS","2019",6012.26362176767,-2999.26362176767,0.022673844912538,2472.31205433312,0.00124719627949728,-1.22688425721332
"623",4200,29,"Sun","8","WASHINGTON MYSTICS","2019",6346.08197716677,-2146.08197716677,0.0190898231239041,2473.04321732362,0.000533697829270449,-0.876274960217676
"624",3917,29,"Wed","8","WASHINGTON MYSTICS","2019",6439.32753125294,-2522.32753125294,0.0241919060394265,2472.74737733398,0.000944068730620005,-1.03259017105862
"625",4034,30,"Sun","8","WASHINGTON MYSTICS","2019",6488.1866299797,-2454.1866299797,0.0195040175808235,2472.80851165947,0.000713685728434496,-1.0022899857268
"626",4200,29,"Sun","8","WASHINGTON MYSTICS","2019",6346.08197716677,-2146.08197716677,0.0190898231239041,2473.04321732362,0.000533697829270449,-0.876274960217676
"627",4200,30,"Tue","8","WASHINGTON MYSTICS","2019",5401.92329481144,-1201.92329481144,0.0206531564350903,2473.56526594152,0.000181688015550402,-0.491153454612765
"628",3963,32,"Fri","9","WASHINGTON MYSTICS","2019",6616.87497311254,-2653.87497311254,0.0272788083638655,2472.63051085476,0.00118595703494137,-1.08816558067449
"629",4200,33,"Sun","9","WASHINGTON MYSTICS","2019",7089.666636568,-2889.666636568,0.0261123600430876,2472.41426141289,0.00134271333617253,-1.18413721766779
"641",1050,26,"Sat","5","WASHINGTON MYSTICS","2021",1488.48087588613,-438.480875886129,0.0237409053138884,2473.77244300944,2.79722757923405e-05,-0.179463785737327
"642",1050,25,"Tue","5","WASHINGTON MYSTICS","2021",-124.786142646648,1174.78614264665,0.0218533709355268,2473.57566102052,0.000184114308167814,0.480358575674632
"643",1050,25,"Fri","5","WASHINGTON MYSTICS","2021",630.790181879071,419.209818120929,0.0221007007461265,2473.77523614074,2.3721386141253e-05,0.171432474006604
